,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,WORDS,DIVERSITY,LENGTH,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,Poster,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
The Sound of Fury 1950.txt,0.309105187647,0.336397126718,-1.1440138834,0.678351078588,1.39498736833,0.501009917563,0.396343691446,1.2630418774,-0.252399199783,0.40668341639,0.601773808693,-0.915329973912,0.0638100779034,-1.07044454112,0.0651002738426,0.0728596768572,1.06759705251,0.558694700854,0.301786927344,1.21771700401,0.709711829396,0.93966660176,0.201905831163,-0.900153388503,-1.10198700014,-1.06943813562,-0.607426959292,-0.596544310366,0.811712160478,-1.04763319107,0.0497646195242,-0.406417425982,-0.342637433977,1.14676357152,-0.310588390995,-0.311570579355,-0.311550271143,-0.307310272957,-0.0848225384143,-0.904413166786,0.767671819025,0.0146369491035,0.016494161753,-0.403625153673,A man who is down on his luck falls in with a criminal.,APPROVED,True,English,The Sound of Fury,USA,"Jo Pagano (written for the screen by), Jo Pagano (novel)",,7.3,Cy Endfield,12 Dec 1950,1950,Nominated for 1 BAFTA Film Award. Another 1 nomination.,85.0,https://images-na.ssl-images-amazon.com/images/M/MV5BNTE2OTY0MjI1M15BMl5BanBnXkFtZTgwNjE0NzgyMDE@._V1_SX300.jpg,572,tt0043075,Frank Lovejoy, Kathleen Ryan,Crime, Drama
Honey I Blew Up the Kid 1992.txt,-0.377639418971,-0.00236866360268,-0.219587330114,0.93044804623,-0.333246299604,-0.264898742516,-0.460166632127,0.40890837346,0.101757592561,0.44933227883,0.314971289209,-0.845427495216,-1.43198897713,-0.966019885596,0.227830762944,-1.18114501711,0.0212339356427,0.0991914027812,-1.23224122594,-0.518969524104,0.641121504939,0.195438106119,-0.280003228276,-0.269196118387,-1.14266523004,-0.604746859345,-0.179381212417,-0.0659679075299,-0.119711530406,-0.799631404308,0.301154762916,-0.465677171285,-0.23834803117,-0.687824847909,0.171756881079,-0.435382263549,1.05422014105,-0.392091119432,-0.712209897678,-0.936772507285,-0.760630347776,0.993919612556,-0.0251583301085,-0.204959904098,"The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall.",PG,True,English,Honey I Blew Up the Kid,USA,"Stuart Gordon (characters), Brian Yuzna (characters), Ed Naha (characters), Garry Goodrow (story), Thom Eberhardt (screenplay), Peter Elbling (screenplay), Garry Goodrow (screenplay)",,4.7,Randal Kleiser,17 Jul 1992,1992,10 nominations.,89.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNTQ0NDc4NF5BMl5BanBnXkFtZTcwMTcxNTcyMQ@@._V1_SX300.jpg,"32,465",tt0104437,Rick Moranis, Marcia Strassman,Adventure, Comedy
In the Bedroom 2001.txt,1.13506333937,0.614332092101,-0.688133915758,-0.187244156389,0.538886326875,-0.313653693644,-0.138570974041,0.903844812967,-0.889058958702,0.92222410974,0.578427723096,-0.670727108281,0.568571195284,-0.62987170457,-0.266954894368,0.419673929603,0.578181231481,0.636404510978,0.666949069544,0.461058030115,-1.07993790478,0.202512391135,-0.35149704453,-1.09239857341,-1.25525545329,-0.816561529073,-0.627675685594,-0.248658932928,0.478738642103,-1.03936672687,0.00602221995758,-0.211363820035,-0.568612074178,0.62467286774,-0.588482711201,-0.444797339934,0.247641703968,-0.752472314532,1.10873608015,-0.413044483307,0.745991424081,0.425182220638,-0.0105531609771,-0.532163879408,A New England couple's college-aged son dates an older woman who has two small children and an unwelcome ex-husband.,R,True,English,In the Bedroom,USA,"Robert Festinger (screenplay), Todd Field (screenplay), Andre Dubus (story ""Killings"")",86.0,7.5,Todd Field,08 Feb 2002,2001,Nominated for 5 Oscars. Another 38 wins & 69 nominations.,130.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMDc5ODM2MV5BMl5BanBnXkFtZTYwNDU2NTg4._V1_SX300.jpg,"32,594",tt0247425,Tom Wilkinson, Sissy Spacek,Crime, Drama
Playoff 2011.txt,1.55423348527,0.538650807322,-0.281137904893,-0.84021793668,0.785894075056,-0.0274589045203,0.721655274379,0.573582032718,-0.880385118989,0.822910394843,0.56970439267,-0.613657943297,0.835679508074,-0.350252525545,-1.12053845275,0.69629016519,-0.0893194591787,0.558589653135,1.14874358971,1.12201943419,0.146227372055,-0.520426685073,0.624640373096,-0.902166597695,-0.648434109317,-0.601627392897,-0.831137194543,0.226712126688,0.188634031178,-0.889683255321,-0.589646338846,0.150813846008,0.453041555676,1.21921321727,-0.533881753642,0.768755715348,-0.898403149803,-0.0407921365056,0.568727467298,0.169968503068,1.24476873973,-0.142813448994,0.116075278249,-0.886341959503,"Playoff tells the story of legendary Israeli basketball coach Ralph Klein. He became a national hero, when he made Maccabi Tel Aviv into European Champions in the late Seventies, one of ...",,True,English,Playoff,"Germany, France, Israel","David Akerman, Gidon Maron, Eran Riklis",,5.4,Eran Riklis,24 Nov 2011,2011,1 win & 1 nomination.,107.0,https://images-na.ssl-images-amazon.com/images/M/MV5BZmU1Yzk1YzctMDdjZC00ZDE5LWI4YTUtNmM1MmM1NTMxMjc5XkEyXkFqcGdeQXVyMjA2MTA5NDU@._V1_SX300.jpg,221,tt1632722,Danny Huston, Amira Casar,Drama, Sport
Jaws The Revenge 1987.txt,-0.0786753506205,0.31861748582,-1.03473079879,1.35182891935,0.179797746799,0.0651035282693,-0.121438791829,1.05491901071,0.921045228763,0.501293690479,0.42035640765,-0.915405644262,-0.527230836341,-1.08565975919,0.513972450269,-0.522204009798,1.45844531794,0.491408712491,-0.173218751709,0.0780788336665,0.667330525477,1.59365083718,-0.780383262394,-0.670486164641,-0.495531894379,-1.31033537255,-0.908379850243,-0.247176541659,1.26865473197,-0.950809872575,-0.30969498162,-0.117865909987,-1.11444782276,-0.0373249244651,-0.279968790213,-1.02904872768,1.05093713772,-0.39288009175,-0.325915196223,-0.890376850811,0.147001327146,0.755813266747,-0.747026376431,0.914851813257,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,PG-13,True,English,Jaws: The Revenge,USA,"Peter Benchley (characters), Michael De Guzman",,2.9,Joseph Sargent,17 Jul 1987,1987,1 win & 7 nominations.,89.0,https://images-na.ssl-images-amazon.com/images/M/MV5BNGI1MTAxMWItOTE0OC00ZDhkLWE3Y2EtNjFiZmQ4NjQ1NGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"31,253",tt0093300,Lorraine Gary, Lance Guest,Adventure, Horror
Joy Ride 3 2014.txt,-0.915166795364,-0.804029471278,-1.28047999971,1.13418595222,-0.18112928615,0.0489346213429,0.187722090571,1.12268410753,0.813868122438,-0.373080315303,0.41485636287,-1.06907418376,-1.91872420106,-1.07212863192,-0.657395805988,-2.69750140736,1.03986004934,0.577186993237,-1.97352981794,0.173572208533,1.16532737502,1.37678266803,-2.05858829989,-1.04278078354,-2.2251150108,-0.739543219411,-0.350519472676,-0.922384595736,0.984848263657,-1.70814213654,-0.184643180506,-0.927043359741,-1.38241565477,0.170167109765,-0.396707838617,-0.717956669301,0.710387116813,-1.39900833528,-0.574485835468,-0.683913811478,0.289105683097,0.766830496666,-0.148859260227,2.49273567419,"A group of hotheaded street racers are on their way to the Road Rally 1000. As they drive through a desolate shortcut on the way to the race, a man starts tracking, teasing and torturing them until the end of the road.",R,True,English,Joy Ride 3: Road Kill,USA,"Clay Tarver (based on the characters created by), J.J. Abrams (based on the characters created by), Declan O'Brien",,4.7,Declan O'Brien,09 Jun 2014,2014,,95.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwODc4NTg1MV5BMl5BanBnXkFtZTgwNzA4NzU3MTE@._V1_SX300.jpg,"3,174",tt3138376,Ken Kirzinger, Jesse Hutch,Crime, Horror
6 Years 2015.txt,-0.0589005206309,1.07613537897,0.100429806246,-0.781231604548,-0.792172620975,-1.09704251758,-0.799060300708,0.428995467509,0.564674832469,0.0155958376654,0.336406017429,0.635487259444,-0.499331162298,1.38779281449,-0.729932666152,-1.62007701835,0.54916973068,0.771278603607,-0.775426646239,-1.28395831395,0.292263785682,1.31777700489,-3.17747208225,-1.2198394256,-0.528194497422,0.68138496974,-0.70646036714,-0.279323650755,1.35151277062,-0.796377377136,-0.177695858222,-1.45244654902,-1.67642258317,0.782124480209,-0.994785659294,-0.971494023282,0.819440226713,-0.363605771334,1.4000702181,-0.102743826915,1.02227711641,0.583390693495,-1.28689064195,2.28851849062,"A young couple bound by a seemingly ideal love, begins to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.",NOT RATED,True,English,6 Years,USA,Hannah Fidell,53.0,5.6,Hannah Fidell,18 Aug 2015,2015,3 nominations.,79.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTMwMDMzMF5BMl5BanBnXkFtZTgwNDc4MjUzNjE@._V1_SX300.jpg,"6,886",tt3799372,Taissa Farmiga, Ben Rosenfield,Drama, Romance
Little Boy 2015.txt,0.661019049186,0.158800837164,-0.423682309389,0.427076809453,0.44466034389,-0.444786916834,-0.0819215835738,0.789648875546,-0.638935955074,0.00558810910177,0.557365861164,-0.823091969879,-0.341929868752,-0.77773315434,-0.295924443226,0.326699737256,0.33184894315,0.6902505851,0.248490245646,0.306005359797,0.661620554621,-0.194202495316,0.41244461663,-0.655971909522,-0.561660583705,-0.568413229603,-0.455643257399,-0.581079782939,-0.2685045751,-1.23361938924,-1.09345585856,0.654091086268,0.0335469435978,0.302055411548,0.0839231052994,0.323778306464,-0.487726815463,-0.946460850186,-0.0537935907731,-0.570328263478,0.267455605546,1.5000470677,-0.114014900031,-0.388126554066,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,PG-13,True,English,Little Boy,"Mexico, USA","Alejandro Monteverde, Pepe Portillo",30.0,7.4,Alejandro Monteverde,24 Apr 2015,2015,1 nomination.,106.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MjMyODcxMF5BMl5BanBnXkFtZTgwMzIwMDM2NDE@._V1_SX300.jpg,"16,583",tt1810683,Kevin James, Michael Rapaport,Drama, War
Under the Skin 2013.txt,-1.73292429736,-0.924565864656,-0.768651892293,0.345026793528,-1.42989414191,-0.362692339127,0.907114199307,-1.29748726595,2.93318221661,-2.10759049305,-0.935599621089,0.44496946292,-0.275917910498,0.593047494888,-0.0178402156757,-0.252195403866,1.25959476483,-0.279651839524,-0.24560420767,-0.657090520869,1.2629350263,1.6782490383,-2.22495915718,0.71447694314,-0.505708625776,0.457181304529,1.1652831897,0.642208384604,0.945041587871,-0.69961354828,-1.93562570433,2.36290133053,-0.343402788223,-1.99194170757,1.97586608508,-1.26564057312,0.121892490049,-0.063953570938,-0.263227248842,-0.607461215877,-1.41592732118,-1.86500981704,-0.94538129965,1.98629512671,A mysterious woman seduces lonely men in the evening hours in Scotland. Events lead her to begin a process of self-discovery.,R,True,English,Under the Skin,"UK, USA, Switzerland","Walter Campbell, Jonathan Glazer, Michel Faber (based on the novel by)",78.0,6.3,Jonathan Glazer,14 Mar 2014,2013,Nominated for 1 BAFTA Film Award. Another 23 wins & 94 nominations.,108.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MDEwMDg4Nl5BMl5BanBnXkFtZTgwOTk3NTcxMTE@._V1_SX300.jpg,"87,841",tt1441395,Scarlett Johansson, Jeremy McWilliams,Drama, Horror
Angus 1995.txt,-0.604017433616,-0.459502547601,1.09261183443,-0.788078553494,-0.769720861645,-0.747421005534,-0.898410135266,-0.552519377,0.620227173398,-0.224057250977,0.0626185387194,1.20704010712,0.0415499746384,1.27954557593,1.54686307104,-0.534435666239,-0.986737940495,0.390372390388,-0.16716548924,-0.843967391153,-0.108542861983,-0.224980592649,-0.659149129394,-0.0890926782968,0.327565976115,1.24697981798,0.905096203656,-0.747684831662,0.123580409177,0.776899722086,-0.327449249679,-0.192353124944,-0.322478964691,0.177607662256,0.00340512308505,-0.622411554793,0.0179990408476,0.462448314547,0.0816576819163,0.167169505721,0.552941894369,-0.0574422530048,-0.41781746179,-0.207784432997,"A miserable fat teenager secretly has a crush on the class beauty, ends up becoming the surprising participant to dance with her at a high school dance, meaning he's got to get his act together with the help of his best friend.",PG-13,True,English,Angus,"USA, UK, Germany, France","Chris Crutcher (short story), Jill Gordon (screenplay)",,6.7,Patrick Read Johnson,15 Sep 1995,1995,1 nomination.,90.0,https://images-na.ssl-images-amazon.com/images/M/MV5BNDk4NzQzMTMwNF5BMl5BanBnXkFtZTcwNzQzMDAyMw@@._V1_SX300.jpg,"5,581",tt0112368,Perry Anzilotti, Kathy Bates,Comedy, Drama
711 Ocean Drive 1950.txt,0.300531673257,-0.144625960253,-0.931781655814,0.0387951042102,0.309194005397,0.607290130987,0.571606596827,0.356019122882,-0.372068307878,0.157904919196,0.481429337143,-0.99480840487,-0.721706545401,-1.09643376881,0.882818389041,-0.755620780869,0.599944237214,-0.536546713875,-0.565145248427,1.05661844209,0.49154195877,0.772323151604,0.376531697379,-0.810684137468,-1.83912872015,-0.773025845178,-0.707368277758,0.184890237214,-0.265231476795,-0.254621453147,1.59309939953,-1.1124753813,0.518891477584,0.652439578856,-0.10879051979,1.71611967171,-1.87551649791,0.0516097848266,0.628598568609,-0.436058482582,0.255456935168,1.67027239129,2.03599532408,-1.11772390844,"An electronics expert creates a huge bookie broadcast system for his crime boss, and takes over operations when his boss is murdered. His greed leads him on a deadly destructive path.",APPROVED,True,English,711 Ocean Drive,USA,"Richard English, Francis Swann",,6.9,Joseph M. Newman,01 Jul 1950,1950,,102.0,http://ia.media-imdb.com/images/M/MV5BODY5MTM3MDMyMl5BMl5BanBnXkFtZTcwNzkxNDYyMQ@@._V1_SX300.jpg,607,tt0042176,Edmond O'Brien, Joanne Dru,Crime, Drama
Suffragette 2015.txt,0.744056878846,-0.427580614719,-0.789669884411,-0.129223146501,1.72778286907,1.90726238331,1.71270689575,1.09928202578,-0.861436172747,0.754600647022,0.560013237366,-0.24766529364,0.895820594131,-0.520718062547,-0.783783286288,1.02140073853,0.816564120948,0.447371718202,1.01794416579,1.64095335529,-0.590105897748,-0.294855615474,0.341407740251,-0.679246020785,-0.761770035873,-0.40098884843,0.463328325742,-0.511156458635,0.154392887104,-1.04855590882,-0.475916099973,0.269046035772,0.0904419665481,0.348705604212,0.0818778996487,-0.0823990871103,0.250734557515,-1.24338395248,-0.511822269093,-0.239514565322,0.0659356922753,0.455352723571,0.000119581039346,-0.732021090018,"The foot soldiers of the early feminist movement, women who were forced underground to pursue a dangerous game of cat and mouse with an increasingly brutal State.",PG-13,True,English,Suffragette,UK,Abi Morgan,67.0,6.9,Sarah Gavron,12 Oct 2015,2015,15 wins & 11 nominations.,106.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NDYxOTI1MV5BMl5BanBnXkFtZTgwOTgyMjU3NjE@._V1_SX300.jpg,"22,786",tt3077214,Anne-Marie Duff, Grace Stottor,Biography, Drama
Killing Me Softly 2002.txt,1.84602889796,1.2071428971,1.73434288206,-1.9426469109,-0.258273158467,-1.20608472208,-0.908139262265,-0.654251674828,-1.46304204317,0.796902566785,0.634708534867,0.969042054564,1.37480339338,2.24488177653,0.178813749356,0.879037587756,-1.76990821142,0.778113820136,1.19329056947,-1.63246812744,-1.11239210548,-1.50833434692,0.14341691385,-0.815669510992,0.0183201514531,1.58922975993,-0.453931768433,-0.837336143026,-0.661883679789,-0.192580903316,-1.15160751916,0.232233371719,-0.186317960098,1.53029960591,-0.903615114919,-0.184295469295,-0.264511419761,-1.05528088599,0.219102608414,0.575876762197,1.89879086495,0.434803113118,-0.742649701381,0.339496595964,A woman faces deadly consequences for abandoning her loving relationship with her boyfriend to pursue exciting sexual scenarios with a mysterious celebrity mountaineer.,R,True,English,Killing Me Softly,"USA, UK","Sean French (novel), Kara Lindstrom (screenplay)",,5.5,Kaige Chen,21 Jun 2002,2002,,100.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5ODI1OTc2M15BMl5BanBnXkFtZTcwNzY1MTQyMQ@@._V1_SX300.jpg,"14,420",tt0250468,Heather Graham, Joseph Fiennes,Drama, Mystery
Whirlpool 1949.txt,0.288148700264,-0.377478930974,1.59832285385,-1.48124124222,0.16982549017,-0.0140095605133,-0.881696363728,-1.41086437989,-0.497188013085,-1.15556262692,0.508863572727,2.49536792308,1.40537054096,2.01128244716,0.778570345969,1.00973480904,-1.54045735527,0.647585096457,1.17731545292,-0.194994509699,-2.32319636227,-1.50853174958,0.518653513818,0.365283655684,-0.494010720365,2.03978505202,2.47058182017,-1.17573777267,-1.3050302007,-0.492916826391,0.453738544933,-0.338257990024,0.345150460895,0.572437584649,-0.246368103431,0.152917428435,-0.326391782363,-0.588373130051,-0.144464188456,-0.287346508866,1.02398359978,1.13264114851,-0.367846576742,-0.163361938555,"A woman secretly suffering from kleptomania is hypnotized in an effort to cure her condition. Soon afterwards, she is found at the scene of a murder with no memory of how she got there and seemingly no way to prove her innocence.",APPROVED,True,English,Whirlpool,USA,"Ben Hecht (screenplay), Andrew Solt (screenplay), Guy Endore (novel)",,6.9,Otto Preminger,28 Nov 1949,1949,,98.0,"http://ia.media-imdb.com/images/M/MV5BMjEzNzczMzM1M15BMl5BanBnXkFtZTcwNDQ1MjUyMQ@@._V1._CR16,0,300,417_SY132_CR3,0,89,132_AL_.jpg_V1_SX300.jpg","2,586",tt0042039,Gene Tierney, Richard Conte,Crime, Drama
The Cat in the Hat 2003.txt,-0.161974673501,0.688297220517,-0.393514285489,1.29133286772,0.339930258057,-0.532669856671,-0.484986233542,0.786515688557,-0.413476260894,0.927353840107,0.479219075233,-0.610666056704,-1.5077228597,-0.493365765631,0.10299628893,-1.58215361924,0.0661231874922,0.464436564983,-1.43969575122,-0.810416839201,0.26265258008,0.659771917503,-1.74778198746,-0.73469668468,-0.188013133048,-1.03887217856,-0.768723794577,-0.000584038170041,0.171118150017,0.0325770226418,0.0397295984471,-0.0502453174752,-0.439310285102,-0.444401322069,0.437054664809,-0.940429273437,0.495832225383,0.328917287727,-0.36551072998,0.402111602744,-1.13501834636,-0.304932961602,0.392442058611,1.1235455283,Two bored children have their lives turned upside down when a talking cat comes to visit them.,PG,True,English,The Cat in the Hat,USA,"Dr. Seuss (book), Alec Berg (screenplay), David Mandel (screenplay), Jeff Schaffer (screenplay)",19.0,3.8,Bo Welch,21 Nov 2003,2003,3 wins & 15 nominations.,82.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MDU3MTYyMF5BMl5BanBnXkFtZTYwODgyODc3._V1_SX300.jpg,"36,492",tt0312528,Mike Myers, Alec Baldwin,Adventure, Comedy
Road House 1948.txt,0.5591577125,1.03458735183,-1.01075351385,1.53606106039,0.560687858475,-0.284146953226,-0.733885155808,1.05455888182,-0.375649255552,0.865970302804,0.619379594075,-1.04160195579,-0.11418036224,-1.04715408956,-0.149307991547,-0.36794080727,0.984275876707,0.66127184454,-0.249927384344,-0.456902857631,0.717980671502,1.13220278261,-0.787168532321,-1.02808682106,-0.543216302802,-1.46817278644,-1.09006256967,-0.33694490164,1.12977106639,-0.916751265885,0.436756201572,-1.0495616404,-1.40697171445,-0.0210778776116,-0.553285633467,-0.665377626272,1.02822618372,0.0564555726191,0.334555207293,-0.508656142973,0.122307513288,0.217527128296,-0.465335333196,0.251528394375,A tough bouncer is hired to tame a dirty bar.,R,True,English,Road House,USA,"R. Lance Hill (story), R. Lance Hill (screenplay), Hilary Henkin (screenplay)",,6.5,Rowdy Herrington,19 May 1989,1989,5 nominations.,114.0,http://ia.media-imdb.com/images/M/MV5BMTU1MTE2Mjk2OF5BMl5BanBnXkFtZTcwMTUzNjYzNA@@._V1_SX300.jpg,"42,990",tt0098206,Patrick Swayze, Kelly Lynch,Action, Thriller
Dances with Wolves 1990.txt,-0.326513255339,-1.29561258883,1.09594298,0.201406291807,0.584489246672,0.925920425426,0.528451126761,-0.0465211513681,-0.118257050508,-0.16492724375,-0.272913060805,0.757494469668,-0.21616429831,0.12220448682,-1.11688571735,0.790435376562,-1.35370396195,-0.479238848343,-0.0891757599949,0.737361476159,-1.64576856812,-1.30065820601,0.896750787538,1.4596704102,0.339531584579,0.657837495111,2.52204155079,-0.515814586437,-1.19018080691,-0.236389946073,0.0906766285305,0.481778122234,0.595375179741,0.254756289138,-0.00716442381187,-0.419788947147,0.890949256137,1.19794205713,-0.831675508351,-0.351667651033,-1.11472556604,-0.376801330408,-0.587338090694,-1.03464075547,"Lt. John Dunbar, exiled to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",PG-13,True,English,Dances with Wolves,"USA, UK","Michael Blake (screenplay), Michael Blake (novel)",72.0,8.0,Kevin Costner,21 Nov 1990,1990,Won 7 Oscars. Another 43 wins & 32 nominations.,181.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX300.jpg,"189,191",tt0099348,Kevin Costner, Mary McDonnell,Adventure, Drama
8 Mile 2002.txt,-2.49087596243,-3.22440066452,-1.24001917223,1.68380626088,-1.56479554826,0.265387660494,-0.260704120963,-0.0905678173886,4.05922681046,-2.90377177962,-4.03676334842,-0.697380100147,-2.1005240833,-1.23995870545,1.59054534843,-2.75740415431,1.82936204858,-3.84190308735,-2.49023469159,1.30096479864,1.33452760779,2.21216783788,-0.558161131594,1.35618238336,-0.210323540786,-0.583546421309,1.6587025957,-1.10893649028,1.53363944304,0.354785634772,0.784894240475,-0.507078955315,-0.0491779155376,0.160072506646,0.849023135797,-0.134665737553,-0.830356883531,0.21142333506,-1.25520699115,-0.862792253473,0.0601727087538,2.15857499649,-0.320398778325,-1.09412030517,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",R,True,English,8 Mile,"USA, Germany",Scott Silver,77.0,7.0,Curtis Hanson,08 Nov 2002,2002,Won 1 Oscar. Another 12 wins & 21 nominations.,110.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MTgyOTk3MF5BMl5BanBnXkFtZTYwOTg2NTI5._V1_SX300.jpg,"190,995",tt0298203,Eminem, Kim Basinger,Drama, Music
Revenge of the Nerds 1984.txt,-0.490480220726,0.762116277621,-1.26505604033,1.29232498313,0.916905197489,0.0379862890644,1.52261794583,1.55050915909,-0.255347210959,0.928796484772,0.372418085851,-0.987126773695,-1.88359288157,-1.07706547966,0.329489800412,-1.1991473965,1.99741505095,-0.351834859857,-1.56386241618,0.737894909766,1.02647186607,2.0688551357,-0.716961271228,-1.06853527674,0.0525804173103,-1.81947655434,-0.894056766247,2.30240915502,0.993503220204,0.415228659811,-0.209087462617,-0.401614013416,-0.877878649713,-1.04228197365,0.0608373293711,-0.849948337324,1.60281604468,0.250195819022,-0.851472270475,-0.541577178518,-0.963370914253,0.200890680887,0.376728549542,1.93187965289,"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect.",R,True,English,Revenge of the Nerds,USA,"Tim Metcalfe (story), Miguel Tejada-Flores (story), Steve Zacharias (story), Jeff Buhai (story), Steve Zacharias (screenplay), Jeff Buhai (screenplay)",41.0,6.6,Jeff Kanew,10 Aug 1984,1984,,90.0,https://images-na.ssl-images-amazon.com/images/M/MV5BODU1NzM4NTA4Nl5BMl5BanBnXkFtZTgwMTkxMzcxMTE@._V1_SX300.jpg,"40,389",tt0088000,Robert Carradine, Anthony Edwards,Comedy,Comedy
Little Black Book 2004.txt,0.369353145705,0.712478455476,0.167529127435,-0.806240458245,-0.343176432227,-0.915412693699,-0.610131607494,-0.339908266851,-0.948348844579,0.544541220129,0.494606415702,0.292186928749,0.779026318207,0.635935728995,0.290000130178,0.725193298149,-0.205018221249,0.53735479792,0.739960584948,-0.614592413572,-0.550232625563,-0.452679681738,-0.155150662413,-0.622310346263,0.121988916955,-0.0949230250986,-0.112122146633,-0.339155296549,0.218939035625,0.429875810668,1.67518072577,-0.909104851001,-0.533614218171,-0.78631192755,-0.331716958921,-0.754914995825,1.73568405096,-0.109008098802,-0.160063095822,-0.248059145346,0.233886519989,-0.663023201123,-0.328236789225,-0.321947910692,"A woman snoops through her boyfriend's palm pilot and reveals his former girlfriends, which causes her to question why they're still listed in his little black book.",PG-13,True,English,Little Black Book,USA,"Melissa Carter (story), Melissa Carter (screenplay), Elisa Bell (screenplay)",36.0,5.3,Nick Hurran,06 Aug 2004,2004,1 nomination.,111.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NDE1MjU4NF5BMl5BanBnXkFtZTcwNDk2NDYyMQ@@._V1_SX300.jpg,"15,164",tt0361841,Brittany Murphy, Holly Hunter,Comedy, Romance
Edge of Darkness 1943.txt,0.905629272877,-0.0891317494407,-0.728765203521,0.0216071383942,1.20751973436,1.05656667657,1.90850319082,0.693361076184,-0.566000518577,0.224222825396,0.563365265148,-0.588339480529,0.591984256732,-0.906892529417,-1.0391780051,1.04726963597,0.603091383732,0.445132652125,1.20423974254,1.33340380151,0.460855271804,-0.499911803244,0.892350048595,0.144369160214,0.305481024641,-0.343131250918,-0.510949858529,0.170596195583,-0.529355073834,-0.983647071992,0.823233167154,-0.74448565161,0.376948044986,0.573425604351,-0.287298242686,0.364515377505,-0.164185496472,-0.648077387876,-0.145041024505,-0.984891845746,0.202111438942,0.493797193882,0.279767496141,-0.659545857589,"As homicide detective Thomas Craven investigates the death of his activist daughter, he uncovers not only her secret life, but a corporate cover-up and government collusion that attracts an agent tasked with cleaning up the evidence.",R,True,English,Edge of Darkness,"UK, USA","William Monahan (screenplay), Andrew Bovell (screenplay), Troy Kennedy-Martin (television series)",55.0,6.6,Martin Campbell,29 Jan 2010,2010,1 nomination.,117.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMDk5MTg5Ml5BMl5BanBnXkFtZTcwOTYyMjE5Mg@@._V1_SX300.jpg,"76,278",tt1226273,Mel Gibson, Ray Winstone,Crime, Drama
Midway 1976.txt,0.793823754113,-0.322516029479,-0.445169423379,1.43376247501,1.67752604254,2.37687708975,0.992501377451,0.985449871084,-1.28879452628,1.28695766016,-0.239322853658,-0.965594165207,-1.92305297169,-1.37626234484,-2.51231472699,0.198192059694,-0.379339680015,-0.977248249279,-1.03570072103,1.43865404928,-0.295157937068,-1.32338060663,0.860114008883,-0.568929215696,-1.23887366191,-0.316548507388,0.610786223332,0.757633583922,-1.88182020145,-0.273734635798,0.394557651402,0.33681241234,1.81178402516,-0.503637902257,0.923801889542,0.236693076174,-0.468130995665,-0.036025176029,-0.961983883327,0.0531200823773,-0.976477585437,0.766187014921,4.14641482091,-1.16035924257,A dramatization of the battle that was widely heralded as a turning point of the Pacific Theatre of World War II.,PG,True,English,Midway,USA,Donald S. Sanford,,6.8,Jack Smight,18 Jun 1976,1976,,132.0,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ1ZWJmYmMtYTdjZS00MzZkLTgwMjUtNDc0YjMzOTcwNGUyXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,"13,703",tt0074899,Charlton Heston, Henry Fonda,Action, Drama
