,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Words,DiversityW,WordL,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Poster,Rated,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
Universal Soldier Regeneration,0.557488717628,0.647606250997,0.34314189793,0.508009211972,0.627593835318,0.526958718158,0.566320116171,0.649163468073,0.214110560407,0.787469911072,0.951017587371,0.0783355978397,0.545963781558,0.144433890683,0.223123716431,0.87341240537,0.447750746292,0.790999597746,0.689465117372,0.747780887625,0.839345674901,0.106934413827,0.991763306053,0.315513341542,0.663436317031,0.397630929558,0.152148346889,0.341885075142,0.278760031058,0.571116533852,5454.0,0.215254858819,3.4470113678,0.194719471947,0.167033370004,0.0669233590026,0.212321232123,0.041437477081,0.0555555555556,0.0144847818115,0.121378804547,0.035936927026,0.0111844517785,0.0,The making of Universal Soldier: Regeneration (2009).,N/A,N/A,English,Universal Soldier Regeneration: Behind the Lines,USA,N/A,N/A,8.3,N/A,02 Feb 2010,2010,N/A,18,11,tt1597524,Andrei Arlovski,Aki Avni,Documentary,Short
Date Movie,0.36771419368,0.847403337523,0.224312551538,0.449605804225,0.300632459916,0.0590014203924,0.0969606722005,0.598179789292,0.265831218891,0.645519186262,0.942131349448,0.182461358435,0.702022780826,0.479001750974,0.634366187968,0.840988452209,0.722955070167,0.978897713254,0.67685983195,0.256542442882,0.80495869259,0.591654212325,0.652671275986,0.0874845660222,0.751754730934,0.338178898593,0.220739753204,0.15120333206,0.88834565937,0.472895341513,5844.0,0.207049965777,3.1067761807,0.171971252567,0.167864476386,0.0473990417522,0.245379876797,0.0462012320329,0.0585215605749,0.0186516084873,0.12970568104,0.0304585900068,0.00479123887748,0.0,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODY1MDI2NV5BMl5BanBnXkFtZTcwMDQyMDIzMQ@@._V1_SX300.jpg,PG-13,English,Date Movie,USA,"Jason Friedberg, Aaron Seltzer",11,2.7,Aaron Seltzer,17 Feb 2006,2006,4 wins & 1 nomination.,83,"50,727",tt0466342,Alyson Hannigan,Adam Campbell,Comedy,Romance
Under the Shadow,0.592406087829,0.677885897952,0.541485379335,0.178978212928,0.3083825486,0.132785442702,0.156592469165,0.355116637102,0.169417961579,0.549450979234,0.980280762753,0.444580651102,0.778388541373,0.658022894671,0.450319535046,0.804380508552,0.254546544691,0.993817612395,0.807764259336,0.385699694453,0.490729354349,0.175467848983,0.688897580028,0.134871326757,0.40524626494,0.810503454204,0.417942227102,0.0386292288406,0.358930818731,0.110227350647,6030.0,0.166334991708,3.25538971808,0.217081260365,0.148424543947,0.0540630182421,0.206135986733,0.0384742951907,0.0802653399668,0.0149253731343,0.157379767828,0.0286898839138,0.00182421227197,0.0,"As a mother and daughter struggle to cope with the terrors of the post-revolution, war-torn Tehran of the 1980s, a mysterious evil begins to haunt their home.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMjQwMDU2OV5BMl5BanBnXkFtZTgwNzMwMDg2OTE@._V1_SX300.jpg,PG-13,Persian,Under the Shadow,UK,Babak Anvari,84,7.2,Babak Anvari,07 Oct 2016,2016,6 wins & 1 nomination.,84,"2,034",tt4273292,Narges Rashidi,Avin Manshadi,Horror,Horror
The Amazing Wizard of Paws,0.726824315308,0.949190722341,0.16949497971,0.64027312074,0.56481796778,0.105632554481,0.195625788497,0.832974295472,0.127837842402,0.945177509217,0.998477186409,0.0161618104768,0.573690840888,0.117037028254,0.42872518673,0.797012346156,0.643635792615,0.993499367527,0.705245218961,0.323065744578,0.904338161387,0.560795947838,0.877116891486,0.137906924491,0.730881079261,0.189970416329,0.00803003753036,0.35420803283,0.804681860847,0.346834577565,8528.0,0.145989681051,3.18632739212,0.204620075047,0.164634146341,0.0519465290807,0.196998123827,0.0452626641651,0.0677767354597,0.0172373358349,0.141064727955,0.031777673546,0.00433864915572,0.0,A young boy finds out the family dog is actually six-hundred years old and was once owned by a great and powerful wizard.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NjU5NzAwOF5BMl5BanBnXkFtZTgwMzcwNjM5MTE@._V1_SX300.jpg,N/A,English,The Amazing Wizard of Paws,Canada,"Bryan Michael Stoller (story), Bryan Michael Stoller, Bryan Michael Stoller",N/A,4.3,Bryan Michael Stoller,03 Mar 2015,2015,1 win.,96,164,tt3762666,Will Spencer,Paula Devicq,Adventure,Family
Zappa,0.423492788331,0.697225940297,0.178536799304,0.532449510565,0.366342508859,0.286319085409,0.270951855313,0.622011553875,0.238562790612,0.707317835033,0.964061213792,0.0663683742639,0.441733523716,0.145510063031,0.639064786508,0.569343916539,0.671764449152,0.844860854378,0.550389746697,0.590624919737,0.823102329138,0.629835523767,0.676522691598,0.0725373909765,0.379329686557,0.29172086074,0.151526717757,0.189836160962,0.577794502025,0.270460343867,6362.0,0.18091795033,3.08880855077,0.192706696008,0.172272870167,0.0554856963219,0.223986167872,0.0331656711726,0.0705752907891,0.014146494813,0.127790003144,0.0320653882427,0.00895944671487,0.0,"Denmark, 1961. Bjørn, a middle-class boy in his early teens, wants to be accepted by Steen, a bullying peer of his with wealthy but freezingly cold parents. Bjørn's other good friend is ...",http://ia.media-imdb.com/images/M/MV5BMWQ2MDc1MzMtZDczYy00YjdmLWFlZmMtNGU3NmVmMzc5NTFhXkEyXkFqcGdeQXVyNDM0OTkxMzI@._V1_SX300.jpg,N/A,Danish,Zappa,Denmark,"Bjarne Reuter, Bille August, Bjarne Reuter (book)",N/A,7.4,Bille August,04 Mar 1983,1983,1 win & 1 nomination.,103,"1,777",tt0088445,Adam Tønsberg,Peter Reichhardt,Comedy,Drama
Unknown,0.304477143155,0.54326892319,0.10038181362,0.614117853664,0.27723720267,0.161255584617,0.161432393647,0.645514917282,0.255665962578,0.669699160843,0.959314961335,0.0278671366751,0.40927214152,0.0895946636475,0.368276768487,0.415241268371,0.672782059029,0.914002395567,0.448590570705,0.596997211456,0.84618633991,0.759216262001,0.741822794066,0.0634044080043,0.307157610469,0.302600866132,0.105930851182,0.057287392107,0.728674570805,0.127571030827,9079.0,0.143738297169,3.03943165547,0.194294525829,0.143297720013,0.0539707016191,0.236479788523,0.035246172486,0.0678488820355,0.0105738517458,0.147262914418,0.0309505452142,0.00605793589602,0.0,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",https://images-na.ssl-images-amazon.com/images/M/MV5BODA4NTk3MTQwN15BMl5BanBnXkFtZTcwNjUwMTMxNA@@._V1_SX300.jpg,PG-13,English,Unknown,UK,"Oliver Butcher (screenplay), Stephen Cornwell (screenplay), Didier Van Cauwelaert (novel)",56,6.9,Jaume Collet-Serra,18 Feb 2011,2011,3 nominations.,113,"212,255",tt1401152,Liam Neeson,Diane Kruger,Action,Mystery
Queen Christina,0.813346333855,0.802635484478,0.245489967395,0.342940750148,0.800201259939,0.544546599845,0.794670311716,0.799705736704,0.267843993431,0.760759279882,0.98904043851,0.166668016654,0.967326900816,0.259013208921,0.287623481851,0.99891244223,0.686316282382,0.902756545059,0.984527349551,0.675975440181,0.797561834354,0.110686291144,0.99889579973,0.59871881951,0.993380276938,0.375328708764,0.0872635561461,0.557897690596,0.761836525875,0.602912737783,9835.0,0.16858159634,3.47788510422,0.175800711744,0.181189628876,0.0718861209964,0.189730554143,0.0466700559227,0.0527707168277,0.0188103711235,0.149466192171,0.0264361972547,0.00498220640569,0.0,"Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMjg1ODk4OF5BMl5BanBnXkFtZTgwNDA0NzkxMjE@._V1_SX300.jpg,APPROVED,English,Queen Christina,USA,"H.M. Harwood (screen play), Salka Viertel (screen play), Salka Viertel (from the original story by), Margaret P. Levino (from the original story by), S.N. Behrman (dialogue)",N/A,7.9,Rouben Mamoulian,09 Feb 1934,1933,1 win & 1 nomination.,99,"5,623",tt0024481,Greta Garbo,John Gilbert,Biography,Drama
Manhattan Murder Mystery,0.584136578226,0.87964682432,0.415503951443,0.301247101475,0.287910514674,0.0488808007595,0.0609798432146,0.507908735985,0.107721325148,0.830532728658,0.988775767219,0.135735537757,0.672264306987,0.337142907429,0.697897132037,0.804969817401,0.311827833709,0.983533290427,0.680131015642,0.233623086953,0.572615351919,0.232113970079,0.860435170697,0.0999929187841,0.662240336156,0.441781532422,0.116183964611,0.0887505051235,0.531434205227,0.507343351646,18039.0,0.114695936582,3.01945784134,0.202339375797,0.135872276734,0.0485060147458,0.250679084206,0.0346471533899,0.061089860857,0.0119186207661,0.151893120461,0.0278840290482,0.00426852929763,0.0,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,https://images-na.ssl-images-amazon.com/images/M/MV5BMWM5MGZiZDAtMWE0Ny00MjY3LWJlOWItNjY4MmI4NDAyM2NhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,PG,English,Manhattan Murder Mystery,USA,"Woody Allen, Marshall Brickman",N/A,7.4,Woody Allen,18 Aug 1993,1993,Nominated for 1 Golden Globe. Another 3 nominations.,104,"28,714",tt0107507,Woody Allen,Diane Keaton,Comedy,Mystery
Ghost in the Shell Arise Border 2  Ghost Whisper,0.274654265227,0.20705486343,0.443786501171,0.399344365473,0.399450760334,0.652634816073,0.409639801705,0.2953330484,0.324211811813,0.466253673357,0.574720504538,0.130194988235,0.17878443786,0.185878671304,0.20994917419,0.818183458627,0.269674976154,0.328321309149,0.383516801049,0.800205012144,0.822990756681,0.0612372795897,0.997716021427,0.576824484803,0.385526072968,0.699064425353,0.411636785653,0.230996284859,0.058288034592,0.704166148772,5011.0,0.251446817003,3.67970464977,0.190780283377,0.197166234285,0.070245459988,0.170425064857,0.049491119537,0.0506884853323,0.0149670724406,0.116344043105,0.0407104370385,0.00917980443025,0.0,"Witness the formation of the legendary Public Security Section 9. When a clandestine organization hacks every car in the city, Kusanagi recruits a lethal team of cyber operatives to clamp down on the chaos and make the city safe again.",http://ia.media-imdb.com/images/M/MV5BMTk5OTEzNDA4Nl5BMl5BanBnXkFtZTgwMDQ3ODcxNzE@._V1_SX300.jpg,N/A,Japanese,Ghost in the Shell Arise: Border 2 - Ghost Whisper,Japan,"Masamune Shirow (manga), Tow Ubukata (screenplay)",N/A,7.4,Atsushi Takeuchi,01 Nov 2013,2013,N/A,57,"1,365",tt3017864,Maaya Sakamoto,Ikkyu Juku,Animation,Action
Northwest Passage,0.407342797944,0.580052960134,0.106282887902,0.812539930944,0.6165698411,0.39413585182,0.427823354592,0.730867171072,0.14411953538,0.92322290408,0.977279624067,0.0227952360164,0.47792530064,0.048929626054,0.447878944862,0.847358260799,0.542194324025,0.782219364604,0.48000065395,0.718426123332,0.799626431986,0.403338670033,0.950063465082,0.145369465689,0.586380436557,0.306550366649,0.152925309158,0.165021655439,0.442100770823,0.337137778837,14364.0,0.147939292676,3.35950988583,0.198691172375,0.187273739905,0.0709412419939,0.180799220273,0.0531885268727,0.0648844333055,0.0190754664439,0.109857978279,0.0326510721248,0.00884154831523,0.0,"Langdon Towne and Hunk Marriner join Major Rogers' Rangers as they wipe out an Indian village. They set out for Fort Wentworth, but when they arrive they find no soldiers and none of the supplies they expected.",http://ia.media-imdb.com/images/M/MV5BZTUzY2FiZjMtMzkzNS00NTFlLTg1NzAtYTYzOGNhMjVhYjMzXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,PASSED,English,Northwest Passage,USA,"Laurence Stallings (screenplay), Talbot Jennings (screenplay), Kenneth Roberts (based on the novel by)",N/A,7.1,King Vidor,23 Feb 1940,1940,N/A,126,"2,502",tt0032851,Spencer Tracy,Robert Young,Adventure,Drama
Gigantic,0.420804362982,0.891246242145,0.187105238701,0.567857000583,0.38042279608,0.067929677672,0.157657925489,0.62863166508,0.151891133015,0.804495017432,0.978749306467,0.0538818350427,0.402439524137,0.22731030121,0.64718696423,0.622822369324,0.658967200539,0.958816280616,0.461219202497,0.29232283893,0.846428216387,0.590713838859,0.791371055868,0.0407110350396,0.630494801477,0.278792781864,0.0729254750334,0.217043949627,0.699607590875,0.518142666855,10700.0,0.170186915888,3.20962616822,0.181121495327,0.177476635514,0.0535514018692,0.209813084112,0.0492523364486,0.0614018691589,0.0166355140187,0.131495327103,0.0275700934579,0.00766355140187,0.0,"A mattress salesman finds his plan to adopt a Chinese baby augmented by the arrival of a young woman, who comes into his workplace, falls asleep on one of the beds, and starts to affect his life upon waking up.",http://ia.media-imdb.com/images/M/MV5BMjIxMTUwMjIxM15BMl5BanBnXkFtZTcwMjY2NzAzMg@@._V1_SX300.jpg,R,English,Gigantic,USA,"Adam Nagata, Matt Aselton",38,6.1,Matt Aselton,19 Jun 2009,2008,1 win & 1 nomination.,98,"8,448",tt1176251,Paul Dano,Zooey Deschanel,Comedy,Drama
White Reindeer,0.541978216548,0.926780755906,0.51266263044,0.738237630865,0.189296197102,0.00737917212188,0.164513720596,0.449580369346,0.140456235434,0.917838642217,0.958668820796,0.240964467502,0.476778871413,0.687902857431,0.353350076788,0.762256464785,0.272333447399,0.998443427092,0.402046804922,0.0495831773128,0.668317373352,0.314961145606,0.504083841868,0.241340433581,0.906116015968,0.56519843499,0.159054457963,0.199230774563,0.699380281074,0.32567345748,11688.0,0.106861738535,3.15092402464,0.166495550992,0.215691307324,0.0580082135524,0.212525667351,0.0475701574264,0.0615160848734,0.0185660506502,0.111225188227,0.0274640657084,0.00436344969199,0.0,"After an unexpected tragedy, Suzanne struggles to put her life back together during a sad, strange Christmastime in suburban Virginia.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1MzE3ODQ1NF5BMl5BanBnXkFtZTgwNzcwODE2MDE@._V1_SX300.jpg,UNRATED,English,White Reindeer,USA,Zach Clark,69,5.7,Zach Clark,06 Dec 2013,2013,1 win & 2 nominations.,82,871,tt2570738,Anna Margaret Hollyman,Laura Lemar-Goldsborough,Comedy,Drama
Connie and Carla,0.439461510783,0.883632855403,0.0900593809809,0.625394020347,0.418497834688,0.0890250152334,0.243764531378,0.761622820974,0.2129620364,0.834945213213,0.986629426156,0.0716821822727,0.680122047957,0.223462572032,0.50053682738,0.773038371988,0.835369161772,0.971982861051,0.662549990175,0.353986545786,0.895988008019,0.838612499072,0.635368475335,0.0776103012198,0.789098449434,0.226322765531,0.089258706094,0.232189296906,0.924351818609,0.422477884376,12797.0,0.143783699305,3.09721028366,0.186684379151,0.173712588888,0.0498554348675,0.220754864421,0.0469641322185,0.0556380401657,0.0139095100414,0.139720246933,0.0286785965461,0.00429788231617,0.0,"A mob mix-up in Chicago sends two chanteuses screaming for L.A., where they score a perfect gig: posing as drag queens on the dinner theater/cabaret circuit. Things get extra-weird when a guy falls for one of the girls.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzMyNDU0MV5BMl5BanBnXkFtZTYwMjg4MjI3._V1_SX300.jpg,PG-13,English,Connie and Carla,USA,Nia Vardalos,44,6.3,Michael Lembeck,16 Apr 2004,2004,1 win.,98,"6,902",tt0345074,Nia Vardalos,Toni Collette,Comedy,Crime
Private Lessons,0.640806991556,0.944099055758,0.153763993275,0.51666618568,0.508855390833,0.0740846204699,0.178414271215,0.778149781133,0.103211306293,0.876836639925,0.998690426529,0.0577357723225,0.761353080639,0.25603768282,0.407691174686,0.77790822129,0.623995312258,0.997677034954,0.757610532814,0.354242411005,0.869632503023,0.545484446978,0.726235476828,0.0103872877906,0.62836255755,0.265424707683,0.0751308033686,0.0873189081705,0.817457491011,0.210892655439,8884.0,0.132147681225,3.04840162089,0.1990094552,0.133723547951,0.0534669067987,0.230076542098,0.038383610986,0.0783430886988,0.0123818099955,0.154772624944,0.0283656010806,0.0054029716344,0.0,An immigrant housemaid seduces a 15-year-old boy and later fakes her own death as part of his chauffeur's blackmail plot. Troubles arise when the two start to fall in love.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyOTg3NDAzMl5BMl5BanBnXkFtZTcwNjU4NDQzMQ@@._V1_SX300.jpg,R,English,Private Lessons,USA,"Dan Greenburg (novel), Dan Greenburg (screenplay)",N/A,5.1,Alan Myerson,28 Aug 1981,1981,1 nomination.,87,"2,302",tt0082948,Sylvia Kristel,Howard Hesseman,Comedy,Comedy
Only the Valiant,0.634630930904,0.763505689697,0.248316867674,0.599559702739,0.595809049994,0.316407708044,0.245299410966,0.63612956536,0.145588683475,0.820636271434,0.989377105283,0.0354962174035,0.645888415242,0.109291596401,0.44791722194,0.860530411862,0.470830894607,0.942705908781,0.641731690013,0.494861087958,0.728189319226,0.246399516536,0.963539260307,0.152275922733,0.537118448984,0.408794160077,0.0914549079483,0.196144564371,0.570184502895,0.336114037714,10795.0,0.138582677165,3.31079203335,0.198332561371,0.16507642427,0.0674386289949,0.183788791107,0.0439092172302,0.0672533580361,0.0164891153312,0.132839277443,0.0333487725799,0.00787401574803,0.0,A despised cavalry commander is unfairly blamed by his troop for the death of a popular officer and must redeem himself in front of his men during an Indian attack on the fort.,http://ia.media-imdb.com/images/M/MV5BNzc4MDI3NTk1M15BMl5BanBnXkFtZTcwNTI1MTU3MQ@@._V1_SX300.jpg,APPROVED,English,Only the Valiant,USA,"Edmund H. North (screenplay), Harry Brown (screenplay), Charles Marquis Warren (novel)",N/A,6.6,Gordon Douglas,13 Apr 1951,1951,N/A,105,866,tt0043885,Gregory Peck,Barbara Payton,Adventure,Western
Far from Heaven,0.813495316829,0.979108064386,0.271818420482,0.394090606542,0.652725261559,0.124805539788,0.28468914061,0.713877672338,0.0781405306448,0.940452483089,0.998545863426,0.157951490963,0.943036302643,0.377298591973,0.375643123071,0.975765826131,0.646378886509,0.988234140565,0.908908911102,0.213145086628,0.665789026668,0.368676924083,0.836973161748,0.0867948648645,0.85858033744,0.293460674149,0.111325169666,0.398572282664,0.819354710726,0.53912842128,11960.0,0.142307692308,3.27817725753,0.175919732441,0.179347826087,0.0552675585284,0.226170568562,0.0407190635452,0.0683946488294,0.0130434782609,0.132525083612,0.0251672240803,0.00526755852843,0.0,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5ODI3MTM4OV5BMl5BanBnXkFtZTYwNjE5OTg2._V1_SX300.jpg,PG-13,English,Far from Heaven,USA,Todd Haynes,84,7.4,Todd Haynes,10 Jan 2003,2002,Nominated for 4 Oscars. Another 100 wins & 86 nominations.,107,"36,796",tt0297884,Julianne Moore,Dennis Quaid,Drama,Romance
Mancora,0.205552166877,0.468942176656,0.101709666968,0.671336224127,0.177031104972,0.208269938249,0.266670093689,0.408923980125,0.453463552725,0.182043920691,0.744155949329,0.145780225121,0.584224771347,0.330771505232,0.467924906888,0.709314144781,0.829756319275,0.847966504387,0.647777249418,0.665048090707,0.749809440079,0.896616930994,0.764343299945,0.188978606996,0.525333288042,0.423924947448,0.461407565564,0.16781504845,0.72821867899,0.221051709505,6904.0,0.203215527231,3.40556199305,0.167873696408,0.22523174971,0.0590961761298,0.214658169177,0.0544611819235,0.0563441483198,0.0198435689455,0.104142526072,0.0199884125145,0.00782155272306,0.0,"An adventure drama that tells the story of Santiago, a 22-year old from Lima. Following his father's suicide, haunted by his inner daemons and hatred for the world in general, Santiago ...",http://ia.media-imdb.com/images/M/MV5BMTkzNzQxOTY2OV5BMl5BanBnXkFtZTcwNTUwODk2MQ@@._V1_SX300.jpg,R,Spanish,Máncora,Spain,"Angel Ibarguren (screenplay), Juan Luis Nugent (screenplay), Diego Ojeda (original story), Oscar Orlando Torres, Ricardo de Montreuil (original story)",N/A,6.6,Ricardo de Montreuil,02 Sep 2009,2008,1 nomination.,100,994,tt1003023,Jason Day,Elsa Pataky,Drama,Drama
Rigodon,0.631574242887,0.915340636992,0.332107933592,0.403203106087,0.327063960454,0.0390684973341,0.108611758488,0.66460851644,0.0836357888973,0.868985712706,0.994266323093,0.105764028883,0.578480424998,0.434807158102,0.248611977586,0.564109636145,0.43869528559,0.999013747318,0.584444302512,0.212292021925,0.750979310945,0.333909263231,0.45449470097,0.00358679177326,0.273898050305,0.473410827173,0.104748117082,0.0922070444751,0.701779703648,0.0919367395776,7104.0,0.148507882883,3.05419481982,0.195523648649,0.148789414414,0.051097972973,0.237612612613,0.0391328828829,0.0817849099099,0.0111204954955,0.144988738739,0.0266047297297,0.00731981981982,0.0,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BZTg3YWExZjYtYTE0MC00MGFiLWJmZjctMzM4ODcwYjQ1M2M1XkEyXkFqcGdeQXVyNDkwMzY5NjQ@._V1_SX300.jpg,N/A,Filipino,Rigodon,Philippines,"Erik Matti (story), Layette Bucoy (screenplay), Dwight Gaston (screenplay), Shugo Praico (based on a screenplay by)",N/A,5.6,Erik Matti,21 Nov 2012,2012,2 nominations.,85,108,tt2526660,Yam Concepcion,John James Uy,Drama,Drama
American Psycho II All American Girl,0.755075016652,0.821458057625,0.3490951833,0.236440488236,0.674658506452,0.318671883808,0.392401123038,0.710012702619,0.136615303041,0.843197129804,0.985102689538,0.225814291328,0.802413261998,0.414726541009,0.541578248708,0.908602307398,0.609527325897,0.947464329124,0.830442620444,0.532549921477,0.493694594544,0.244924108362,0.922772116421,0.117850070344,0.614178901751,0.38601290831,0.212783627983,0.259627331593,0.621991862658,0.527863907345,10406.0,0.175763982318,3.43080914857,0.194022679224,0.183932346723,0.0647703248126,0.179800115318,0.0506438593119,0.0633288487411,0.017682106477,0.135018258697,0.0343071305016,0.00615029790505,0.0,A girl named Rachael Newman has developed a taste for murder and will stand at nothing to become a college professor's assistant.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMzUzODczNl5BMl5BanBnXkFtZTYwNjU3Mjc2._V1_SX300.jpg,R,English,American Psycho II: All American Girl,USA,"Alex Sanger (screenplay), Karen Craig (screenplay)",N/A,3.9,Morgan J. Freeman,10 Jun 2002,2002,N/A,88,"12,319",tt0283877,Mila Kunis,William Shatner,Horror,Thriller
Kuruvi,0.33499652374,0.245895147254,0.134535741127,0.360351061684,0.31831484707,0.394781119551,0.368467059699,0.489878143234,0.382563859342,0.20661961116,0.888959515778,0.16107096292,0.677751500886,0.244023906476,0.318813060165,0.87382849138,0.684016190816,0.877063343891,0.805577758254,0.757141025883,0.689763619657,0.393847210553,0.79272292364,0.344948423239,0.323593322857,0.493481516665,0.540808085209,0.0424964764536,0.643992360072,0.0162709449605,24039.0,0.340113981447,4.60389367278,0.13881609052,0.125920379384,0.0346936228628,0.219726278131,0.0171388160905,0.0376887557719,0.00881900245435,0.110071134407,0.0190107741587,0.251466367153,0.0,"Vijay is a honest and kind guy who lives with a huge family and his friend Vivek. One day, he is approached by a person who tells him that his father owes him some money and he is to return...",http://ia.media-imdb.com/images/M/MV5BMTUzMTQxNjg3Nl5BMl5BanBnXkFtZTgwNjY5NzI2NDE@._V1_SX300.jpg,N/A,Tamil,Kuruvi,India,N/A,N/A,3.7,Dharani,03 May 2008,2008,1 nomination.,150,"2,177",tt1228931,Vijay,Trisha Krishnan,Action,Comedy
Notorious,0.681673276203,0.889627426164,0.264690483721,0.341047292819,0.474517369385,0.148204098747,0.218283002632,0.565330272885,0.193167514163,0.749864528236,0.993164291199,0.187588911028,0.873843649133,0.37872732674,0.541052611598,0.94617328874,0.534218209698,0.990373853032,0.883500976792,0.412238964906,0.684603857107,0.416244795248,0.872488436463,0.0955829183621,0.66623118329,0.46755745077,0.14709911585,0.210184522592,0.692618042735,0.308261535392,13904.0,0.126438434983,3.15268987342,0.200086306099,0.14247698504,0.0607019562716,0.219720943613,0.0417865362486,0.0688291139241,0.0110759493671,0.147367663982,0.0285529344074,0.00230149597238,0.0,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NTAwMjk5OV5BMl5BanBnXkFtZTgwNDU5OTQzMTE@._V1_SX300.jpg,APPROVED,English,Notorious,USA,Ben Hecht,N/A,8.0,Alfred Hitchcock,06 Sep 1946,1946,Nominated for 2 Oscars. Another 3 wins & 1 nomination.,101,"74,609",tt0038787,Cary Grant,Ingrid Bergman,Drama,Film-Noir
Revenge of the Nerds,0.396572383671,0.840071977541,0.0826117205151,0.706023653444,0.549693990705,0.20943528907,0.47710714475,0.835037412104,0.207771086916,0.864399457957,0.968556595977,0.0329396427669,0.26140152455,0.111755851405,0.561265053254,0.543254816828,0.905780899369,0.827312615148,0.341226429084,0.572896906638,0.901949608527,0.911549988066,0.765947882625,0.0439188420435,0.675578251211,0.137094976381,0.0639381508217,0.497341124124,0.797950604542,0.546687251236,9686.0,0.147842246541,3.08166425769,0.168903572166,0.182531488747,0.0502787528391,0.2620276688,0.0435680363411,0.0531695230229,0.0131117076192,0.111397893867,0.0295271525914,0.00774313442081,0.0,"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect.",https://images-na.ssl-images-amazon.com/images/M/MV5BODU1NzM4NTA4Nl5BMl5BanBnXkFtZTgwMTkxMzcxMTE@._V1_SX300.jpg,R,English,Revenge of the Nerds,USA,"Tim Metcalfe (story), Miguel Tejada-Flores (story), Steve Zacharias (story), Jeff Buhai (story), Steve Zacharias (screenplay), Jeff Buhai (screenplay)",41,6.6,Jeff Kanew,10 Aug 1984,1984,N/A,90,"40,389",tt0088000,Robert Carradine,Anthony Edwards,Comedy,Comedy
Coral Reef Adventure,0.631514690755,0.825430828719,0.419658486748,0.637865279384,0.758784452865,0.648936955144,0.650058070379,0.505877360673,0.248007229894,0.875006402041,0.837684372953,0.0919490417942,0.857171818512,0.167454438383,0.328202425773,0.997912237542,0.267390309376,0.548260042904,0.954979453183,0.750130451744,0.914441555612,0.0825414249162,0.99770544807,0.896894984811,0.973206723416,0.407935475667,0.0410621079158,0.735559039903,0.180042447091,0.992089941977,3509.0,0.297805642633,4.34995725278,0.202906811057,0.248218865774,0.105443146195,0.00341977771445,0.0988885722428,0.0652607580507,0.0287831290966,0.0755200911941,0.043317184383,0.0131091479054,0.0,"Take a once in a lifetime journey across the South Pacific for a spectacular IMAX adventure. Joy, ecstasy, a spiritual high: these words describe the exhilaration of diving a pristine coral...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzcwMDczNF5BMl5BanBnXkFtZTcwMDc3NDQyMQ@@._V1_SX300.jpg,N/A,English,Coral Reef Adventure,USA,"Jack Stephens (narration), Osha Gray Davidson, Stephen Judson",N/A,7.0,Greg MacGillivray,14 Feb 2003,2003,2 wins & 1 nomination.,45,450,tt0270291,Liam Neeson,Howard Hall,Documentary,Documentary
