,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,WORDS,DIVERSITY,LENGTH,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,Poster,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
The Apple Dumpling Gang 1975.txt,0.370267596494,0.694924339984,0.0750741007936,0.853211828624,0.516973195652,0.318740380754,0.272411781933,0.828836151786,0.178421886318,0.875261556302,0.989852812284,0.0105269850051,0.366488391345,0.0423706855511,0.433625388042,0.610875620268,0.722135905719,0.798809062544,0.381248953588,0.545420980828,0.896412830926,0.627704567285,0.865135303669,0.133045620385,0.648588411866,0.129593668766,0.0793305495143,0.150558646125,0.716754106959,0.285556920155,12146.0,0.128025687469,3.19537296229,0.187139799111,0.171167462539,0.0703935452001,0.20706405401,0.051951259674,0.0713815247818,0.0173719743125,0.0942697184258,0.0346616169932,0.00848015807673,0.010126790713,Three orphan children strike gold in 1878 California.,G,True,English,The Apple Dumpling Gang,USA,"Don Tait (screenplay), Jack M. Bickham (book)",,6.3,Norman Tokar,01 Jul 1975,1975,,100,https://images-na.ssl-images-amazon.com/images/M/MV5BNjcwMDY0NDc5M15BMl5BanBnXkFtZTYwMzM3Mjk4._V1_SX300.jpg,"3,654",tt0072653,Bill Bixby, Susan Clark,Family, Comedy
The Amazing Wizard of Paws 2015.txt,0.726824315308,0.949190722341,0.16949497971,0.64027312074,0.56481796778,0.105632554481,0.195625788497,0.832974295472,0.127837842402,0.945177509217,0.998477186409,0.0161618104768,0.573690840888,0.117037028254,0.42872518673,0.797012346156,0.643635792615,0.993499367527,0.705245218961,0.323065744578,0.904338161387,0.560795947838,0.877116891486,0.137906924491,0.730881079261,0.189970416329,0.00803003753036,0.35420803283,0.804681860847,0.346834577565,8528.0,0.145989681051,3.18632739212,0.204620075047,0.164634146341,0.0519465290807,0.196998123827,0.0452626641651,0.0677767354597,0.0172373358349,0.141064727955,0.031777673546,0.00433864915572,0.00680112570356,A young boy finds out the family dog is actually six-hundred years old and was once owned by a great and powerful wizard.,,True,English,The Amazing Wizard of Paws,"Canada, USA","Bryan Michael Stoller (story), Bryan Michael Stoller, Bryan Michael Stoller",,4.3,Bryan Michael Stoller,03 Mar 2015,2015,1 win.,96,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NjU5NzAwOF5BMl5BanBnXkFtZTgwMzcwNjM5MTE@._V1_SX300.jpg,164,tt3762666,Will Spencer, Paula Devicq,Adventure, Family
Vigilante Diaries 2016.txt,0.0296556700729,0.162781607966,0.202645175483,0.645663980572,0.136217682363,0.142550943875,0.13946179652,0.311844344379,0.621809471515,0.153259072368,0.523697219478,0.116033565886,0.230353367008,0.160739765745,0.641142580445,0.303081869113,0.608241885994,0.379029849088,0.144864838835,0.490450915565,0.904819884023,0.72087648425,0.861047835692,0.570839967124,0.682569168247,0.419399157825,0.365208619509,0.0739461462784,0.728809344071,0.608620156245,11572.0,0.149325959212,3.11873487729,0.167646042171,0.194521258209,0.0512443829934,0.253024541998,0.0381956446595,0.0536640165918,0.0139128931905,0.121586588317,0.0272208779813,0.00406152782579,0.00812305565157,"The Vigilante Diaries is a high octane action-adventure film featuring 90's movie heroes, explosive action, and international espionage. The film revolves around a team of black-ops agents ...",R,True,English,Vigilante Diaries,USA,"Christian Sesma, Paul Sloan",,5.3,Christian Sesma,24 Jun 2016,2016,,107,https://images-na.ssl-images-amazon.com/images/M/MV5BODc0MTkzMDU0M15BMl5BanBnXkFtZTgwMzMwMTIxOTE@._V1_SX300.jpg,"2,322",tt3903852,Jason Mewes, Quinton 'Rampage' Jackson,Action,Action
Queen Christina 1933.txt,0.813346333855,0.802635484478,0.245489967395,0.342940750148,0.800201259939,0.544546599845,0.794670311716,0.799705736704,0.267843993431,0.760759279882,0.98904043851,0.166668016654,0.967326900816,0.259013208921,0.287623481851,0.99891244223,0.686316282382,0.902756545059,0.984527349551,0.675975440181,0.797561834354,0.110686291144,0.99889579973,0.59871881951,0.993380276938,0.375328708764,0.0872635561461,0.557897690596,0.761836525875,0.602912737783,9835.0,0.16858159634,3.47788510422,0.175800711744,0.181189628876,0.0718861209964,0.189730554143,0.0466700559227,0.0527707168277,0.0188103711235,0.149466192171,0.0264361972547,0.00498220640569,0.00528723945094,"Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.",APPROVED,True,English,Queen Christina,USA,"H.M. Harwood (screen play), Salka Viertel (screen play), Salka Viertel (from the original story by), Margaret P. Levino (from the original story by), S.N. Behrman (dialogue)",,7.9,Rouben Mamoulian,09 Feb 1934,1933,1 win & 1 nomination.,99,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMjg1ODk4OF5BMl5BanBnXkFtZTgwNDA0NzkxMjE@._V1_SX300.jpg,"5,623",tt0024481,Greta Garbo, John Gilbert,Biography, Drama
Kissed 1996.txt,0.68328366943,0.905888109621,0.521370761226,0.370921880226,0.472992476607,0.122618669682,0.259004206504,0.488418618729,0.159403766637,0.932659827003,0.995220878711,0.21916261499,0.923934753614,0.467883706409,0.446195397286,0.956084572799,0.212630551677,0.976895861219,0.831895690328,0.271546826183,0.783108657712,0.0944317715255,0.977895588151,0.496799483476,0.960846891734,0.57116584988,0.0452531320502,0.215466047207,0.501328076861,0.755676621409,3836.0,0.232794577685,3.2252346194,0.197080291971,0.151720542231,0.055787278415,0.23409801877,0.0393639207508,0.058133472367,0.0164233576642,0.137122002086,0.0268508863399,0.00469238790407,0.00834202294056,"Over the years, a child's romantic ideals about death blossom into necrophilia, the study of embalming and the most profound relationship of her life.",R,True,English,Kissed,Canada,"Angus Fraser (screenplay), Lynne Stopkewich (screenplay), Barbara Gowdy (based upon an original story ""We So Seldom Look on Love"" by)",,6.5,Lynne Stopkewich,11 Apr 1997,1996,7 wins & 9 nominations.,78,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDEzMDE2Nl5BMl5BanBnXkFtZTcwNDM4NzAzMQ@@._V1_SX300.jpg,"3,087",tt0116783,Molly Parker, Peter Outerbridge,Drama, Romance
Xanadu 1980.txt,0.471592840588,0.846704931636,0.263115631876,0.538646610547,0.321128033328,0.126585035861,0.242212300232,0.585706618392,0.532102642122,0.612830762815,0.989536229681,0.1190304782,0.851672001217,0.298003964812,0.401635428241,0.681819909041,0.64710432909,0.960677008718,0.74992002728,0.300091359053,0.9672747677,0.646559522844,0.806840099393,0.476068512433,0.919972315959,0.415194597232,0.0542480935384,0.209902495681,0.896077603538,0.383317618689,10167.0,0.137503688404,3.30569489525,0.222484508705,0.167896134553,0.0626536834858,0.134454608046,0.0416051932724,0.0810465230648,0.013278253172,0.156585029999,0.0332448116455,0.00688502016327,0.00609816071604,The story of a girl who makes dreams come true.,PG,True,English,Xanadu,USA,"Richard Christian Danus, Marc Reid Rubel",35.0,5.0,Robert Greenwald,08 Aug 1980,1980,1 win & 9 nominations.,96,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMjcyOTA0N15BMl5BanBnXkFtZTgwMDE5MTEyMDE@._V1_SX300.jpg,"9,401",tt0081777,Olivia Newton-John, Gene Kelly,Fantasy, Musical
Gigantic 2008.txt,0.420804362982,0.891246242145,0.187105238701,0.567857000583,0.38042279608,0.067929677672,0.157657925489,0.62863166508,0.151891133015,0.804495017432,0.978749306467,0.0538818350427,0.402439524137,0.22731030121,0.64718696423,0.622822369324,0.658967200539,0.958816280616,0.461219202497,0.29232283893,0.846428216387,0.590713838859,0.791371055868,0.0407110350396,0.630494801477,0.278792781864,0.0729254750334,0.217043949627,0.699607590875,0.518142666855,10700.0,0.170186915888,3.20962616822,0.181121495327,0.177476635514,0.0535514018692,0.209813084112,0.0492523364486,0.0614018691589,0.0166355140187,0.131495327103,0.0275700934579,0.00766355140187,0.0133644859813,"A mattress salesman finds his plan to adopt a Chinese baby augmented by the arrival of a young woman, who comes into his workplace, falls asleep on one of the beds, and starts to affect his life upon waking up.",R,True,English,Gigantic,USA,"Adam Nagata, Matt Aselton",38.0,6.1,Matt Aselton,19 Jun 2009,2008,1 win & 1 nomination.,98,http://ia.media-imdb.com/images/M/MV5BMjIxMTUwMjIxM15BMl5BanBnXkFtZTcwMjY2NzAzMg@@._V1_SX300.jpg,"8,448",tt1176251,Paul Dano, Zooey Deschanel,Comedy, Drama
White Reindeer 2013.txt,0.541978216548,0.926780755906,0.51266263044,0.738237630865,0.189296197102,0.00737917212188,0.164513720596,0.449580369346,0.140456235434,0.917838642217,0.958668820796,0.240964467502,0.476778871413,0.687902857431,0.353350076788,0.762256464785,0.272333447399,0.998443427092,0.402046804922,0.0495831773128,0.668317373352,0.314961145606,0.504083841868,0.241340433581,0.906116015968,0.56519843499,0.159054457963,0.199230774563,0.699380281074,0.32567345748,11688.0,0.106861738535,3.15092402464,0.166495550992,0.215691307324,0.0580082135524,0.212525667351,0.0475701574264,0.0615160848734,0.0185660506502,0.111225188227,0.0274640657084,0.00436344969199,0.020961670089,"After an unexpected tragedy, Suzanne struggles to put her life back together during a sad, strange Christmastime in suburban Virginia.",UNRATED,True,English,White Reindeer,USA,Zach Clark,69.0,5.7,Zach Clark,06 Dec 2013,2013,1 win & 2 nominations.,82,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1MzE3ODQ1NF5BMl5BanBnXkFtZTgwNzcwODE2MDE@._V1_SX300.jpg,871,tt2570738,Anna Margaret Hollyman, Laura Lemar-Goldsborough,Comedy, Drama
Connie and Carla 2004.txt,0.439461510783,0.883632855403,0.0900593809809,0.625394020347,0.418497834688,0.0890250152334,0.243764531378,0.761622820974,0.2129620364,0.834945213213,0.986629426156,0.0716821822727,0.680122047957,0.223462572032,0.50053682738,0.773038371988,0.835369161772,0.971982861051,0.662549990175,0.353986545786,0.895988008019,0.838612499072,0.635368475335,0.0776103012198,0.789098449434,0.226322765531,0.089258706094,0.232189296906,0.924351818609,0.422477884376,12797.0,0.143783699305,3.09721028366,0.186684379151,0.173712588888,0.0498554348675,0.220754864421,0.0469641322185,0.0556380401657,0.0139095100414,0.139720246933,0.0286785965461,0.00429788231617,0.0178166757834,"A mob mix-up in Chicago sends two chanteuses screaming for L.A., where they score a perfect gig: posing as drag queens on the dinner theater/cabaret circuit. Things get extra-weird when a guy falls for one of the girls.",PG-13,True,English,Connie and Carla,USA,Nia Vardalos,44.0,6.3,Michael Lembeck,16 Apr 2004,2004,1 win.,98,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzMyNDU0MV5BMl5BanBnXkFtZTYwMjg4MjI3._V1_SX300.jpg,"6,902",tt0345074,Nia Vardalos, Toni Collette,Comedy, Crime
Ghosts of Mars 2001.txt,0.385262911585,0.39840370122,0.149215760024,0.617420167049,0.41328117103,0.451183217289,0.357511731729,0.609190594741,0.336177460535,0.627442018443,0.910002522864,0.0507373455084,0.415431545883,0.0779728760731,0.454723199208,0.551772957651,0.59059499919,0.730414382849,0.422962457871,0.687709904056,0.865808729883,0.507217341401,0.939764781419,0.344069077178,0.451360603123,0.358819327178,0.161014989736,0.171102372895,0.471448843666,0.349210322711,7578.0,0.179730799683,3.36830298232,0.207046714173,0.162971760359,0.0727104776986,0.189495909211,0.0344418052257,0.0601741884402,0.0134600158353,0.135787806809,0.0343098442861,0.00818157825284,0.00461863288467,"Years in the future, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house.",R,True,English,Ghosts of Mars,USA,"Larry Sulkis, John Carpenter",35.0,4.9,John Carpenter,24 Aug 2001,2001,1 nomination.,98,https://images-na.ssl-images-amazon.com/images/M/MV5BOGM3NTk3YTYtNGFkNS00ZjZhLTlmNzEtZDNjMDkzMWI3NGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"43,359",tt0228333,Natasha Henstridge, Ice Cube,Action, Horror
Only the Valiant 1951.txt,0.634630930904,0.763505689697,0.248316867674,0.599559702739,0.595809049994,0.316407708044,0.245299410966,0.63612956536,0.145588683475,0.820636271434,0.989377105283,0.0354962174035,0.645888415242,0.109291596401,0.44791722194,0.860530411862,0.470830894607,0.942705908781,0.641731690013,0.494861087958,0.728189319226,0.246399516536,0.963539260307,0.152275922733,0.537118448984,0.408794160077,0.0914549079483,0.196144564371,0.570184502895,0.336114037714,10795.0,0.138582677165,3.31079203335,0.198332561371,0.16507642427,0.0674386289949,0.183788791107,0.0439092172302,0.0672533580361,0.0164891153312,0.132839277443,0.0333487725799,0.00787401574803,0.00954145437703,A despised cavalry commander is unfairly blamed by his troop for the death of a popular officer and must redeem himself in front of his men during an Indian attack on the fort.,APPROVED,True,English,Only the Valiant,USA,"Edmund H. North (screenplay), Harry Brown (screenplay), Charles Marquis Warren (novel)",,6.6,Gordon Douglas,13 Apr 1951,1951,,105,http://ia.media-imdb.com/images/M/MV5BNzc4MDI3NTk1M15BMl5BanBnXkFtZTcwNTI1MTU3MQ@@._V1_SX300.jpg,866,tt0043885,Gregory Peck, Barbara Payton,Adventure, Western
O Brother Where Art Thou 2000.txt,0.157829187619,0.428134299574,0.119498602129,0.713398776023,0.368743016018,0.307849436645,0.299126744249,0.498001772929,0.336774349012,0.653625394996,0.82610239036,0.0592968369768,0.488682929572,0.106346652774,0.504447777983,0.889102443537,0.746860213675,0.429560202159,0.448814888819,0.574589945516,0.814135804546,0.577326700054,0.977453914179,0.524901414992,0.879692919615,0.216366369457,0.328361491738,0.169987798403,0.690992149536,0.504732676506,11267.0,0.178308334073,3.32217981717,0.168012780687,0.200585781486,0.0639921895802,0.212656430283,0.0434010828082,0.0555604863761,0.0183722375078,0.116535013757,0.0297328481406,0.00497026715186,0.0111831010917,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",PG-13,True,English,"O Brother, Where Art Thou?","UK, France, USA","Homer (epic poem ""The Odyssey""), Ethan Coen, Joel Coen",69.0,7.8,"Joel Coen, Ethan Coen",02 Feb 2001,2000,Nominated for 2 Oscars. Another 7 wins & 35 nominations.,107,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MTEwMTAzMF5BMl5BanBnXkFtZTYwMTMxNTI5._V1_SX300.jpg,"227,846",tt0190590,George Clooney, John Turturro,Adventure, Comedy
Constantine 2005.txt,0.183347143178,0.213694302044,0.794036653168,0.974868111542,0.0413391454944,0.100698514995,0.280088577483,0.500717392508,0.557809070383,0.495291763887,0.582586615158,0.338700577307,0.0740464037706,0.691811250828,0.0816183195034,0.573730810211,0.192222842497,0.842947359271,0.0906515207228,0.275935743747,0.18374980806,0.236619028562,0.64849644985,0.486425607406,0.595604328652,0.571658098555,0.659263817713,0.0132508777881,0.255760248072,0.0731682610275,7005.0,0.267094932191,3.97958600999,0.205710206995,0.287651677373,0.0603854389722,0.123340471092,0.0929336188437,0.0562455389008,0.0074232690935,0.070806566738,0.028551034975,0.00585296216988,0.00242683797288,"Supernatural detective John Constantine helps a detective prove her sisters death was not a suicide, but something more.",R,True,English,Constantine,"USA, Germany","Jamie Delano (comic book ""Hellblazer""), Garth Ennis (comic book ""Hellblazer""), Kevin Brodbin (story), Kevin Brodbin (screenplay), Frank A. Cappello (screenplay)",50.0,6.9,Francis Lawrence,18 Feb 2005,2005,2 wins & 9 nominations.,121,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NDk5NTUyN15BMl5BanBnXkFtZTYwNzUyMDA3._V1_SX300.jpg,"239,134",tt0360486,Keanu Reeves, Rachel Weisz,Drama, Fantasy
The Challenger 2015.txt,0.490166330055,0.453580920684,0.108115385616,0.526324271763,0.350708929377,0.306848233837,0.372193407408,0.764792334902,0.447821088751,0.578606066934,0.86890533824,0.0456897244724,0.509322321183,0.0941009837153,0.587730168271,0.339002828461,0.845002991866,0.781862648961,0.418956942686,0.692165005443,0.716014243292,0.848677008063,0.660500365328,0.1123268549,0.128343818285,0.204601614082,0.142297113328,0.246668821365,0.844514273665,0.184578290717,10172.0,0.139697208022,3.22778214707,0.1846244593,0.177152968934,0.0612465591821,0.215001966182,0.0410931970114,0.0653755407,0.0135666535588,0.115808100669,0.029394416044,0.0160243806528,0.00727487219819,A Bronx boxer fights his way to a better life.,PG-13,True,English,The Challenger,USA,Kent Moran,,5.7,Kent Moran,11 Sep 2015,2015,4 wins & 1 nomination.,95,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NjAwNzYwNl5BMl5BanBnXkFtZTgwMDc0MTc2NjE@._V1_SX300.jpg,820,tt1974382,Kent Moran, Michael Clarke Duncan,Drama, Sport
Louder Than Bombs 2015.txt,0.956805083428,0.991564131317,0.660981129681,0.1163809658,0.500332802456,0.0270070036733,0.11538633157,0.560661424838,0.015604463527,0.988669204894,0.999564057423,0.17472734906,0.922618990785,0.502941057194,0.364922430507,0.977815021478,0.0924416586955,0.999059233599,0.950896805014,0.197700428898,0.576331562752,0.0130580180389,0.975096033081,0.0577857724753,0.883907437148,0.447250300053,0.00953504854177,0.220678822053,0.380485809724,0.738924066175,7993.0,0.166395596147,3.19191792819,0.199049168022,0.130864506443,0.0594269986238,0.211685224572,0.0404103590642,0.0779432003003,0.0217690479169,0.158638808958,0.0304016014012,0.00675591142249,0.0102589766045,"The fractious family of a father and his two sons confront their different feelings and memories of their deceased wife and mother, a famed war photographer.",R,True,English,Louder Than Bombs,"Norway, France, Denmark, USA","Joachim Trier (screenplay), Eskil Vogt (screenplay)",70.0,6.7,Joachim Trier,02 Oct 2015,2015,6 wins & 5 nominations.,109,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0MTQxMDY2OV5BMl5BanBnXkFtZTgwNTIwNTgxODE@._V1_SX300.jpg,"5,972",tt2217859,Gabriel Byrne, Isabelle Huppert,Drama,Drama
Flight Of Fury 2007.txt,0.450251375696,0.424251324643,0.1259897908,0.717243006467,0.484069707329,0.495381718485,0.411212169053,0.760441451163,0.233980863727,0.728952729736,0.88563838721,0.0184840466347,0.186942843622,0.0476415413325,0.207567720892,0.390981698516,0.715052672777,0.713971276304,0.240843702904,0.68611048641,0.848959443748,0.467477741379,0.913423949605,0.128128667407,0.210422078498,0.316554074186,0.187406630422,0.20704920365,0.52040842924,0.213642377732,7679.0,0.179580674567,3.28428180753,0.185310587316,0.184529235578,0.0642010678474,0.217997135044,0.0420627685897,0.0532621435083,0.0161479359292,0.11537960672,0.0319051959891,0.0113296002084,0.00612058861831,"John is sent in to recover a stolen Stealth Bomber. His trusty sidekick Rojar and ever faithful Jessica fight the rebel forces of Banansistan, led by the vivacious Ellianna.",R,True,English,Flight of Fury,"UK, Romania, USA","Steven Seagal (screenplay), Joe Halpin (screenplay), Joe Halpin (story)",,3.5,Michael Keusch,20 Feb 2007,2007,,98,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNDA4MDUxOV5BMl5BanBnXkFtZTcwODEyMTc0MQ@@._V1_SX300.jpg,"3,057",tt0783518,Steven Seagal, Steve Toussaint,Action, Thriller
American Psycho II All American Girl 2002.txt,0.755075016652,0.821458057625,0.3490951833,0.236440488236,0.674658506452,0.318671883808,0.392401123038,0.710012702619,0.136615303041,0.843197129804,0.985102689538,0.225814291328,0.802413261998,0.414726541009,0.541578248708,0.908602307398,0.609527325897,0.947464329124,0.830442620444,0.532549921477,0.493694594544,0.244924108362,0.922772116421,0.117850070344,0.614178901751,0.38601290831,0.212783627983,0.259627331593,0.621991862658,0.527863907345,10406.0,0.175763982318,3.43080914857,0.194022679224,0.183932346723,0.0647703248126,0.179800115318,0.0506438593119,0.0633288487411,0.017682106477,0.135018258697,0.0343071305016,0.00615029790505,0.00528541226216,A girl named Rachael Newman has developed a taste for murder and will stand at nothing to become a college professor's assistant.,R,True,English,American Psycho II: All American Girl,USA,"Alex Sanger (screenplay), Karen Craig (screenplay)",,3.9,Morgan J. Freeman,10 Jun 2002,2002,,88,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMzUzODczNl5BMl5BanBnXkFtZTYwNjU3Mjc2._V1_SX300.jpg,"12,319",tt0283877,Mila Kunis, William Shatner,Horror, Thriller
Zoom 2015.txt,0.38512122162,0.892908860699,0.368369161182,0.446116995081,0.312489392233,0.0367987277431,0.0932099289383,0.572765657691,0.183335730135,0.838982259637,0.987559100805,0.0915151425952,0.627777532453,0.374915561505,0.553792142755,0.625289035941,0.306984865819,0.984988282944,0.489412213431,0.185523001335,0.955871073088,0.278044305369,0.949378190378,0.180409653366,0.906844513931,0.434601426293,0.0616821476381,0.0996613585857,0.604128013248,0.754686893238,9426.0,0.142372162105,3.1134097178,0.200297050711,0.149267982177,0.05198387439,0.218862720136,0.0407383831954,0.0581370676851,0.0127307447486,0.150859325271,0.0251432208784,0.00350095480586,0.0162316995544,Former superhero Jack is called back to work to transform an unlikely group of ragtag kids into superheroes at a private Academy.,PG,True,English,Zoom,USA,"Adam Rifkin (screenplay), David Berenbaum (screenplay), Adam Rifkin (screen story), Jason Lethcoe (novel)",26.0,4.2,Peter Hewitt,11 Aug 2006,2006,4 wins & 8 nominations.,83,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NjczMzUyM15BMl5BanBnXkFtZTcwMDEwMjQzMQ@@._V1_SX300.jpg,"15,255",tt0383060,Tim Allen, Courteney Cox,Action, Adventure
Notorious 1946.txt,0.681673276203,0.889627426164,0.264690483721,0.341047292819,0.474517369385,0.148204098747,0.218283002632,0.565330272885,0.193167514163,0.749864528236,0.993164291199,0.187588911028,0.873843649133,0.37872732674,0.541052611598,0.94617328874,0.534218209698,0.990373853032,0.883500976792,0.412238964906,0.684603857107,0.416244795248,0.872488436463,0.0955829183621,0.66623118329,0.46755745077,0.14709911585,0.210184522592,0.692618042735,0.308261535392,13904.0,0.126438434983,3.15268987342,0.200086306099,0.14247698504,0.0607019562716,0.219720943613,0.0417865362486,0.0688291139241,0.0110759493671,0.147367663982,0.0285529344074,0.00230149597238,0.0163981588032,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,APPROVED,True,English,Notorious,USA,Ben Hecht,,8.0,Alfred Hitchcock,06 Sep 1946,1946,Nominated for 2 Oscars. Another 3 wins & 1 nomination.,101,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NTAwMjk5OV5BMl5BanBnXkFtZTgwNDU5OTQzMTE@._V1_SX300.jpg,"74,609",tt0038787,Cary Grant, Ingrid Bergman,Drama, Film-Noir
My Little Pony Equestria Girls  Rainbow Rocks 2014.txt,0.773495956043,0.935359184395,0.310782373641,0.427068100195,0.395613880353,0.132082779239,0.294183833779,0.656002615651,0.181050490008,0.962961893878,0.99011954473,0.069853293552,0.585259166001,0.208662583607,0.542238974614,0.867562474371,0.43024768144,0.961768651537,0.763610102458,0.384091247066,0.917792156746,0.618426190488,0.965844824525,0.333226657051,0.911624117999,0.388166140331,0.0139016833246,0.532251182227,0.555494516829,0.777841202571,9658.0,0.138330917374,3.44377717954,0.210602609236,0.1636984883,0.0673017187824,0.143404431559,0.0435908055498,0.0826258024436,0.0180161524125,0.13398219093,0.0424518533858,0.00403810312694,0.00942224062953,"Three mysterious girls show up at canterlot high and cause trouble. With the magic of friendship, they want to defeat the mysterious girls.",G,True,English,My Little Pony: Equestria Girls - Rainbow Rocks,"USA, Canada","Lauren Faust (characters), Meghan McCarthy",,7.2,"Jayson Thiessen, Ishi Rudell",27 Sep 2014,2014,3 nominations.,75,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MjgxNDE2N15BMl5BanBnXkFtZTgwNjQ2ODcxMzE@._V1_SX300.jpg,"1,579",tt3529198,Tara Strong, Ashleigh Ball,Animation, Adventure
Coral Reef Adventure 2003.txt,0.631514690755,0.825430828719,0.419658486748,0.637865279384,0.758784452865,0.648936955144,0.650058070379,0.505877360673,0.248007229894,0.875006402041,0.837684372953,0.0919490417942,0.857171818512,0.167454438383,0.328202425773,0.997912237542,0.267390309376,0.548260042904,0.954979453183,0.750130451744,0.914441555612,0.0825414249162,0.99770544807,0.896894984811,0.973206723416,0.407935475667,0.0410621079158,0.735559039903,0.180042447091,0.992089941977,3509.0,0.297805642633,4.34995725278,0.202906811057,0.248218865774,0.105443146195,0.00341977771445,0.0988885722428,0.0652607580507,0.0287831290966,0.0755200911941,0.043317184383,0.0131091479054,0.000284981476204,"Take a once in a lifetime journey across the South Pacific for a spectacular IMAX adventure. Joy, ecstasy, a spiritual high: these words describe the exhilaration of diving a pristine coral...",,True,English,Coral Reef Adventure,"USA, Singapore, Taiwan","Jack Stephens (narration), Osha Gray Davidson, Stephen Judson",,7.0,Greg MacGillivray,14 Feb 2003,2003,2 wins & 1 nomination.,45,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzcwMDczNF5BMl5BanBnXkFtZTcwMDc3NDQyMQ@@._V1_SX300.jpg,450,tt0270291,Liam Neeson, Howard Hall,Documentary,Documentary
The Stag 2013.txt,0.317279226402,0.677425989059,0.353191459193,0.257497922573,0.225956603787,0.0686318126186,0.156441920289,0.28376397727,0.364835442035,0.463419797346,0.867472330523,0.240270971835,0.558196858565,0.500310986876,0.693521039431,0.769638794037,0.483629600409,0.952541210785,0.583048236429,0.241760631976,0.777528483465,0.565165614729,0.87785266336,0.32836359243,0.691444387565,0.599906886844,0.222713500833,0.252085270548,0.57063301973,0.611235439776,13360.0,0.143413173653,3.0630239521,0.173428143713,0.160479041916,0.0557634730539,0.249401197605,0.0420658682635,0.0593562874251,0.0169910179641,0.127020958084,0.0240269461078,0.00793413173653,0.0152694610778,,,True,English,The Stag,UK,,,,George Fleming,01 Sep 2015,2015,,,,,tt5024858,Bryan Foster,Bryan Foster,Short, Drama
54 1998.txt,0.583544036297,0.775904661449,0.0704559763225,0.391429654234,0.478769012023,0.187816759174,0.36202816437,0.798624026428,0.24955614891,0.665205970102,0.97089454612,0.0791466767776,0.756804719999,0.161881727553,0.619175104847,0.838782504979,0.886048467816,0.915625038734,0.750616102762,0.573375790667,0.822937627211,0.832143931876,0.842854765707,0.129084916388,0.663828661881,0.20023682167,0.115639877554,0.238088653093,0.903182658062,0.463826637054,9451.0,0.15934821712,3.33985821606,0.196063908581,0.181673896942,0.0640143900116,0.200190456036,0.0390434874616,0.0569251931013,0.0168236165485,0.142312982753,0.0269812718231,0.00793566818326,0.00539625436462,Famous 70s NYC nightclub seen and told through the eyes of a young employee.,R,True,English,54,USA,Mark Christopher,33.0,5.8,Mark Christopher,28 Aug 1998,1998,9 nominations.,93,https://images-na.ssl-images-amazon.com/images/M/MV5BYTIzNzIxMjEtZDNiZS00Y2E1LTkwOTItZGJjOTMwYzU4YzVmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"27,826",tt0120577,Ryan Phillippe, Salma Hayek,Drama, Music
