,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Rated,Language,Country,Director,Year,Genre,Runtime,imdbVotes,Actors1,Actors2,Words,DiversityW,Verb/Noun,Zipf
Ring the Bell,0.22224327,0.369525273,0.72312499,0.295161039,0.172308072,0.320315839,0.093778724,0.048997519,0.461006096,0.212433645,0.605420688,0.747601499,0.758081334,0.729848209,0.470461773,0.908383479,0.182521829,0.85298458,0.811131594,0.365468947,0.474499795,0.149556254,0.604637445,0.827255528,0.61954115,0.888947907,0.868262615,0.081786159,0.237461949,0.414767409,PG,English,USA,Thomas Weber,2013,Drama,97,326,Ryan Scharoun, Ashley Nicole Anderson,5633,0.242322031,1.133836651,0.879744063
Universal Soldier Regeneration: Behind the Lines,0.539621049,0.588868979,0.22101866,0.643194783,0.611837301,0.638424589,0.584399308,0.700714659,0.240537573,0.765020614,0.916297507,0.059197396,0.473589582,0.087149212,0.169048235,0.872793881,0.597115984,0.761086952,0.742104968,0.860713847,0.790149345,0.221666384,0.983890113,0.262311507,0.550429963,0.32440257,0.164416525,0.357241545,0.28556595,0.397281956,N/A,English,USA,N/A,2010,"Documentary, Short",18,11,Andrei Arlovski, Aki Avni,4007,0.296980285,1.231802912,0.909122905
Megamind: The Button of Doom,0.316334031,0.623777706,0.508281751,0.779886692,0.189991503,0.166422214,0.073644522,0.392779619,0.192796408,0.677462595,0.847843806,0.080209052,0.111395067,0.174377311,0.223201584,0.535720568,0.102242045,0.870586109,0.172647275,0.266055628,0.83944092,0.160232072,0.910123689,0.599485944,0.691754901,0.580877674,0.271562385,0.1494892,0.149081819,0.443442938,N/A,English,USA,Simon J. Smith,2011,"Animation, Short, Comedy",16,1439,Will Ferrell, David Cross,1150,0.471304348,1.643478261,0.836814518
Hot Lead and Cold Feet,0.353339124,0.645997276,0.055309011,0.897431245,0.385979372,0.330135219,0.230343724,0.731831997,0.300902297,0.710926549,0.93993831,0.034731267,0.519542009,0.050889114,0.326111243,0.790143173,0.858152448,0.843895007,0.653776553,0.652324207,0.71187562,0.796615763,0.752786199,0.238627248,0.534667595,0.147127543,0.185571278,0.197762177,0.828224196,0.052519814,G,English,USA,Robert Butler,1978,"Family, Western, Action",90,867,Jim Dale, Karen Valentine,7949,0.218769657,1.506321493,0.879771389
Megamind,0.533235198,0.750973808,0.190301799,0.616231278,0.317308008,0.296308349,0.205237499,0.485832046,0.309943687,0.63262005,0.916430148,0.072454612,0.54061099,0.147862851,0.304011943,0.880920244,0.643884462,0.887072149,0.749866794,0.553595037,0.819697459,0.596275011,0.893058532,0.411122531,0.618498276,0.299306157,0.118748478,0.339591601,0.612502515,0.327159465,PG,English,USA,Tom McGrath,2010,"Animation, Action, Comedy",95,175190,Will Ferrell, Brad Pitt,8173,0.22182797,1.360953462,0.875448311
13B: Fear Has a New Address,0.444071437,0.531417003,0.319310068,0.609299287,0.412716817,0.370303232,0.356669762,0.584793089,0.238811997,0.565514852,0.92028375,0.355154871,0.679933611,0.405343581,0.166388041,0.879461972,0.61204278,0.965987557,0.769726631,0.664862771,0.276889861,0.415470387,0.707024031,0.238851185,0.364395343,0.569176832,0.587910067,0.135571684,0.411065317,0.096577424,NOT RATED,Hindi,India,Vikram K. Kumar,2009,"Drama, Horror, Mystery",146,2983,Madhavan, Neetu Chandra,11929,0.145863023,1.353972799,0.904281462
Quantum Apocalypse,0.568998382,0.615127959,0.067045368,0.840346027,0.655023141,0.75971852,0.474254985,0.86024121,0.272197392,0.862687927,0.933418339,0.012575865,0.206090051,0.02167082,0.196502629,0.470569663,0.746948179,0.731638782,0.564234016,0.897285949,0.836125219,0.694434123,0.907714907,0.115912706,0.218913272,0.144668914,0.073263565,0.314410681,0.496522445,0.177116032,UNRATED,English,"USA, Germany",Justin Jones,2010,Sci-Fi,95,1539,Rhett Giles, Stephany Jacobsen,6179,0.265576954,1.416236162,0.907631367
Private Benjamin,0.565159381,0.586522586,0.059799965,0.659616271,0.573747382,0.605809031,0.486991232,0.805867613,0.317341595,0.637519728,0.893676198,0.101412627,0.652251569,0.14364975,0.336679139,0.845680927,0.894024842,0.732197896,0.832005722,0.852525196,0.600680481,0.719461722,0.876877818,0.193276759,0.521953986,0.196333992,0.287750195,0.324257898,0.780685251,0.131643417,R,English,USA,Howard Zieff,1980,"Comedy, War",109,18403,Goldie Hawn, Eileen Brennan,7407,0.256244093,1.429757344,0.90163553
Ghost Bride,0.612990079,0.82884159,0.052648349,0.995755938,0.542518796,0.582524536,0.781274794,0.868617494,0.864541834,0.575421513,0.929125932,0.160002014,0.996100415,0.184595055,0.065886237,0.97334781,0.947825355,0.945293312,0.969038749,0.548489152,0.759746892,0.802405552,0.829515013,0.838039206,0.999759171,0.338438435,0.049238093,0.57581177,0.995723229,0.340595397,N/A,"English, Chinese",New Zealand,David Blyth,2013,"Fantasy, Thriller",83,133,Yoson An, Rebekah Palmer,100,0.5,0.833333333,0.877485323
Open Grave,0.229204483,0.358230584,0.100086852,0.529302735,0.255084808,0.166885094,0.276424964,0.534002568,0.39181681,0.337364025,0.918402535,0.14967361,0.662824583,0.344861665,0.321250992,0.778891668,0.789254448,0.995724238,0.731982162,0.619264535,0.794989529,0.86621587,0.524236608,0.1232949,0.286785819,0.578792151,0.411404722,0.031143408,0.755774502,0.01407975,R,English,"USA, Hungary",Gonzalo Lí_pez-Gallego,2013,"Horror, Mystery, Thriller",102,21940,Sharlto Copley, Thomas Kretschmann,4443,0.190186811,1.168855535,0.847931171
Ghost in the Shell Arise: Border 2 - Ghost Whisper,0.259837918,0.169740473,0.369468285,0.489969215,0.388355877,0.738987073,0.419912079,0.32898652,0.357051305,0.443628385,0.488478555,0.127414914,0.158557599,0.145233071,0.154545991,0.841764188,0.35512162,0.319114327,0.460019051,0.881251921,0.754479527,0.117987091,0.994483571,0.560506955,0.30851579,0.667514878,0.462258666,0.243977932,0.055715499,0.547584424,N/A,Japanese,Japan,"Atsushi Takeuchi, Kazuchika Kise",2013,"Animation, Action, Sci-Fi",57,1365,Maaya Sakamoto, Ikkyu Juku,3813,0.33595594,1.431099874,0.940129021
Northwest Passage,0.400035315,0.547300182,0.085530672,0.852564005,0.611793789,0.446953613,0.441888956,0.750676297,0.15160386,0.921002301,0.970485907,0.020336992,0.457577253,0.038481128,0.404605263,0.856261448,0.587003834,0.769131436,0.508093733,0.778641341,0.776605716,0.45778396,0.942166282,0.142637546,0.554572931,0.2793478,0.164945021,0.168998358,0.443214598,0.27023203,PASSED,English,USA,"King Vidor, Jack Conway, W.S. Van Dyke",1940,"Adventure, Drama, History",126,2502,Spencer Tracy, Robert Young,10827,0.200794311,1.346517627,0.88968318
Silent Night,0.389272193,0.506502963,0.070449159,0.757286455,0.278581196,0.259609579,0.137786011,0.574697485,0.275394747,0.489732843,0.839172123,0.137662839,0.495753643,0.169047748,0.631799667,0.721293381,0.819900457,0.888890332,0.654935429,0.575660089,0.35851201,0.879246353,0.707380124,0.191903341,0.466947012,0.319969527,0.326015817,0.080525809,0.627287789,0.148821788,R,English,"Canada, USA",Steven C. Miller,2012,"Comedy, Horror, Mystery",94,5607,Malcolm McDowell, Jaime King,5766,0.264828304,1.683202785,0.90496893
Signs,0.496054038,0.589291707,0.353022341,0.490793291,0.208738489,0.19280241,0.13826897,0.314771415,0.091638997,0.836723937,0.87266538,0.158924615,0.62619991,0.212758863,0.565216253,0.868356923,0.300135168,0.825410252,0.751914893,0.67202507,0.417113012,0.2853269,0.896113974,0.213471027,0.569238895,0.545195572,0.259516604,0.117298593,0.144843219,0.521206007,PG-13,"English, Portuguese",USA,M. Night Shyamalan,2002,"Drama, Mystery, Sci-Fi",106,273481,Mel Gibson, Joaquin Phoenix,5847,0.252266119,1.167283494,0.858298003
Zipper,0.517399094,0.74439469,0.075618583,0.539979221,0.616253772,0.369790969,0.343209509,0.758051472,0.105437682,0.801752024,0.983744875,0.035516714,0.538325914,0.108684451,0.364747094,0.803423352,0.699153229,0.877532598,0.749238387,0.835821895,0.765719598,0.577714247,0.880918812,0.029965173,0.324937234,0.207923623,0.136892012,0.158156305,0.586938829,0.209391451,R,English,USA,Mora Stephens,2015,"Drama, Thriller",103,4306,Patrick Wilson, Lena Headey,8185,0.216004887,1.164258962,0.909369868
Only the Valiant,0.580291455,0.656940494,0.114196831,0.793933079,0.555939137,0.481960176,0.274380426,0.702016924,0.174933665,0.790729677,0.9671124,0.022179873,0.544586052,0.048038494,0.342106426,0.85827383,0.668834495,0.904915466,0.696990993,0.740688213,0.636453784,0.4795562,0.938133686,0.127577145,0.367380549,0.294680069,0.125881991,0.203111742,0.572238616,0.134315608,APPROVED,English,USA,Gordon Douglas,1951,"Adventure, Western",105,866,Gregory Peck, Barbara Payton,8062,0.191391714,1.313450292,0.901149697
Eaters,0.283531989,0.358705659,0.362015408,0.537034696,0.21226239,0.249202391,0.13553179,0.246774341,0.319154686,0.373515857,0.859081267,0.13788192,0.540299035,0.192326728,0.573621859,0.830216001,0.2811924,0.928311582,0.726381004,0.697872922,0.526772599,0.275806525,0.97083888,0.523047162,0.529641181,0.679457916,0.23966804,0.072446134,0.182726194,0.326668849,N/A,Italian,Italy,"Luca Boni, Marco Ristori",2011,Horror,94,1236,Alex Lucchesi, Guglielmo Favilla,5679,0.247754886,1.09788567,0.905712911
Lilo & Stitch 2: Stitch Has a Glitch,0.475143512,0.910163429,0.191737827,0.765189612,0.336312003,0.099443183,0.127476469,0.604282054,0.146001756,0.830519803,0.98193134,0.092487519,0.723304837,0.305009633,0.247407432,0.844707204,0.608071806,0.986800592,0.798143681,0.388598147,0.883093719,0.500209049,0.717472845,0.190937241,0.831973482,0.282241202,0.097080434,0.203581997,0.715123596,0.279787261,PG,"English, French, Spanish",USA,"Michael LaBash, Anthony Leondis",2005,"Animation, Comedy, Drama",68,7417,Chris Sanders, Dakota Fanning,4659,0.26550762,1.514822134,0.83220185
Silent Hill: Revelation 3D,0.601812824,0.719774587,0.151124816,0.543899848,0.357269969,0.140311659,0.184735674,0.615287869,0.156579844,0.606423098,0.994687118,0.098237379,0.84747217,0.322136072,0.217063163,0.950512807,0.551355449,0.998373099,0.922855477,0.549509966,0.730868698,0.421684262,0.875220304,0.200993281,0.651306877,0.520836148,0.170298322,0.02339657,0.644320098,0.023514802,R,English,"France, Canada",Michael J. Bassett,2012,"Adventure, Drama, Horror",95,50445,Adelaide Clemens, Kit Harington,4132,0.22821878,0.993230174,0.901416087
Cotton Comes to Harlem,0.178009273,0.392439614,0.016154822,0.927075628,0.428118158,0.366929931,0.342882717,0.786322441,0.313751011,0.654022534,0.927684815,0.0192075,0.546503095,0.031348324,0.275279059,0.86442634,0.889778898,0.680039901,0.58667029,0.771843104,0.902411472,0.800203561,0.926789654,0.348546936,0.772561763,0.159040292,0.232990096,0.076346379,0.825805354,0.118798673,R,English,USA,Ossie Davis,1970,"Action, Comedy",97,1209,Godfrey Cambridge, Raymond St. Jacques,7915,0.203032217,1.455845771,0.899357291
Hot Rod,0.3591547,0.711666696,0.054593451,0.786091364,0.226569753,0.104730012,0.156149184,0.640968569,0.250798562,0.659447061,0.864435774,0.034276716,0.298610087,0.111751625,0.516375523,0.622896466,0.879760884,0.93662103,0.483034197,0.461808757,0.665332209,0.922877482,0.546302294,0.062936827,0.408324094,0.190069843,0.147104823,0.216359123,0.861917023,0.181693078,PG-13,English,USA,Akiva Schaffer,2007,Comedy,88,60624,Andy Samberg, Jorma Taccone,6912,0.221064815,1.460508701,0.851044709
Ghost,0.384060008,0.517501572,0.056137247,0.456830184,0.316905069,0.225358702,0.221185787,0.616113365,0.309539936,0.383631167,0.946850854,0.069458426,0.72041562,0.19043808,0.452695853,0.871636081,0.80146923,0.964203343,0.853094011,0.716380886,0.801239071,0.864410423,0.712742336,0.119397274,0.368392238,0.330082682,0.304681915,0.056753964,0.856616737,0.074646342,PG-13,English,USA,Jerry Zucker,1990,"Drama, Fantasy, Romance",127,156210,Patrick Swayze, Demi Moore,8534,0.169791423,1.229135053,0.906688385
Meet the Parents,0.291877215,0.679578303,0.169941198,0.821210427,0.368976736,0.165800979,0.138731047,0.573480326,0.211095573,0.53883864,0.902136681,0.088803637,0.42595084,0.274389238,0.424796437,0.747920118,0.645696978,0.938594564,0.506818452,0.425191258,0.594384283,0.660973107,0.678728292,0.123838953,0.583352173,0.355494773,0.530890413,0.118272538,0.688999206,0.201147943,PG-13,"English, Thai, Spanish, Hebrew, French",USA,Jay Roach,2000,"Comedy, Romance",108,263276,Robert De Niro, Ben Stiller,10650,0.201408451,1.724365005,0.903916067
Private Pluto,0.372597801,0.412880481,0.578401312,0.581560917,0.178714519,0.082476195,0.106361382,0.20818342,0.170046658,0.501528684,0.730435388,0.124316128,0.457330794,0.249362938,0.720951024,0.419102624,0.257364069,0.921748499,0.300878551,0.330837319,0.491849902,0.166937555,0.642587727,0.209785778,0.054836537,0.684953493,0.521112607,0.480833912,0.173500716,0.537978976,APPROVED,English,USA,Clyde Geronimi,1943,"Animation, Comedy, Family",7,293,Pinto Colvig, Dessie Flynn,285,0.526315789,1.956521739,0.807588389
Rigodon,0.570831847,0.834917671,0.123465482,0.65968932,0.312828202,0.119870433,0.149452265,0.755156589,0.099331642,0.819823179,0.981554967,0.062741494,0.466679509,0.238537012,0.184874472,0.538973201,0.674831824,0.995529819,0.637968996,0.511119893,0.658890039,0.649843139,0.328710085,0.00266989,0.123163083,0.272484065,0.162754978,0.093701001,0.744184463,0.017197124,N/A,"Filipino, Tagalog, English",Philippines,Erik Matti,2012,Drama,85,108,Yam Concepcion, John James Uy,4849,0.219839142,1.287722587,0.875874045
Jason Goes to Hell: The Final Friday,0.305101602,0.362177216,0.105428335,0.801718745,0.328261908,0.303853646,0.098042118,0.735178936,0.403688816,0.383043711,0.893117319,0.125500215,0.46759428,0.186666371,0.433739738,0.424565205,0.684508435,0.978331032,0.46353766,0.559337984,0.560123428,0.657800321,0.657155915,0.204526654,0.272649099,0.423997236,0.472219575,0.019314692,0.779291028,0.019894541,R,English,USA,Adam Marcus,1993,"Fantasy, Horror, Thriller",87,19538,John D. LeMay, Kari Keegan,4631,0.226085079,1.389483934,0.879284633
Ecstasy,0.391856443,0.439011151,0.189938889,0.580757912,0.461207151,0.426440445,0.389421908,0.602304617,0.368117245,0.387317859,0.949500964,0.146739171,0.796679337,0.272069569,0.396593465,0.90859966,0.617094404,0.929314797,0.86824788,0.76239304,0.746642513,0.341301388,0.946418945,0.457454903,0.649348642,0.488255077,0.349952427,0.105738422,0.534029317,0.13607012,N/A,English,"Canada, UK",Rob Heydon,2011,"Drama, Romance",99,1508,Adam Sinclair, Kristin Kreuk,6765,0.225424982,1.193904021,0.910881342
Cottage Country,0.805821355,0.862520751,0.051378301,0.680424406,0.57855278,0.382349671,0.27718047,0.882436191,0.053768907,0.909526913,0.990882876,0.020976059,0.465470469,0.042904835,0.291746233,0.8828892,0.767978246,0.977702811,0.869545457,0.830997006,0.55005826,0.562490878,0.910714198,0.020601971,0.406715188,0.13498223,0.026809545,0.170677098,0.539767491,0.069336308,N/A,English,Canada,Peter Wellington,2013,"Comedy, Crime, Horror",91,3026,Malin Akerman, Tyler Labine,4793,0.232213645,0.922824302,0.89877848
Fletch,0.391066405,0.564659184,0.084124741,0.655279724,0.456460966,0.397958883,0.280989302,0.608105869,0.237655013,0.601484209,0.887545767,0.065141614,0.55458713,0.106635793,0.529131875,0.843777018,0.808725513,0.722408043,0.676323343,0.725874336,0.678308266,0.717964544,0.891018444,0.168391945,0.441846537,0.250490288,0.326486504,0.217773837,0.594227811,0.288216008,PG,English,USA,Michael Ritchie,1985,"Comedy, Crime, Mystery",98,37972,Chevy Chase, Joe Don Baker,10019,0.213693981,1.569077307,0.901330949
Cornered,0.089303415,0.243318379,0.075243003,0.772025126,0.102921551,0.176610786,0.045867296,0.415233636,0.501302586,0.251319421,0.695552928,0.051786045,0.194715557,0.070025972,0.740076217,0.308529782,0.738570406,0.833561608,0.254035597,0.615632788,0.755567533,0.910468257,0.542550779,0.127469119,0.142053261,0.34428652,0.344405818,0.028959366,0.633583673,0.144629751,APPROVED,"English, Spanish, French",USA,Edward Dmytryk,1945,"Drama, Film-Noir, Thriller",102,1307,Dick Powell, Walter Slezak,6427,0.216119496,1.386013986,0.876542167
Insidious: Chapter 3,0.515197505,0.69515798,0.162843946,0.397182578,0.27472855,0.11494354,0.184634599,0.541146401,0.229726566,0.432876203,0.977190042,0.198408664,0.803081275,0.451758877,0.492737906,0.877316242,0.630706301,0.99663531,0.892224475,0.578477114,0.643902222,0.686127207,0.614181365,0.082037503,0.421574977,0.554238898,0.295337838,0.039186682,0.74073022,0.050631085,PG-13,English,"Canada, USA",Leigh Whannell,2015,"Fantasy, Horror, Thriller",97,56267,Dermot Mulroney, Stefanie Scott,5023,0.211029265,1.092013889,0.893489325
Meet the Robinsons,0.592809549,0.696039812,0.167840562,0.665256753,0.406818422,0.347411248,0.239671177,0.64535625,0.268647327,0.733856597,0.919513608,0.072069977,0.393790484,0.142500208,0.351539648,0.576447645,0.663426826,0.919759641,0.666411765,0.638961976,0.656074007,0.665192525,0.734108401,0.169907665,0.396049563,0.29594916,0.15257681,0.246816276,0.651697915,0.155442941,G,English,USA,Stephen J. Anderson,2007,"Animation, Adventure, Comedy",95,68129,Angela Bassett, Daniel Hansen,8680,0.202304147,1.287621983,0.872022443
Vidocq,0.532875069,0.490696831,0.483805201,0.414057205,0.317124293,0.262149209,0.108181692,0.22530429,0.094629777,0.73874313,0.908746834,0.186776295,0.799891698,0.169812719,0.352308759,0.981494814,0.120268598,0.87033449,0.875498318,0.670816198,0.387172503,0.027545718,0.99103515,0.59619033,0.6936637,0.625064267,0.271260891,0.061960846,0.059543006,0.395734573,R,French,France,Pitof,2001,"Action, Crime, Fantasy",98,18177,Gí©rard Depardieu, Guillaume Canet,4470,0.268680089,1.11731315,0.872054248
1408,0.736007406,0.7526934,0.260727598,0.520606923,0.542547345,0.712707053,0.461628758,0.666262074,0.234047831,0.822574236,0.859160802,0.291627335,0.771682506,0.217156263,0.38050955,0.968518043,0.629159165,0.813579448,0.88143849,0.761566512,0.528500157,0.281138055,0.984071565,0.412657374,0.785260506,0.406865593,0.141137686,0.47122261,0.241647186,0.55694761,PG-13,English,USA,Mikael Hí«fstrí_m,2007,"Fantasy, Horror",104,211413,John Cusack, Paul Birchard,4954,0.23960436,1.135064935,0.862539948
Rio,0.364806341,0.724079634,0.060173515,0.826336538,0.269171139,0.126252995,0.238285622,0.722491935,0.398759145,0.605415642,0.93848881,0.048345605,0.448640084,0.129227496,0.416199174,0.565272559,0.798810174,0.957364217,0.541789091,0.441491481,0.958791918,0.892068927,0.676679748,0.318761812,0.758272011,0.266688449,0.105443062,0.229442134,0.848479969,0.229093309,G,"English, Portuguese",USA,Carlos Saldanha,2011,"Animation, Adventure, Comedy",96,167131,Karen Disher, Jason Fricchione,7010,0.211412268,1.354381443,0.852054347
Hostile Waters,0.085329317,0.254082674,0.986698426,0.595826826,0.613587342,0.893259841,0.500788601,0.390582619,0.878456687,0.688632935,0.120149496,0.950786669,0.614734271,0.72375957,0.056825335,0.880554539,0.030493233,0.245377283,0.450907012,0.333704729,0.626509394,0.022957385,0.995343361,0.980833798,0.966726903,0.976377681,0.972526073,0.519361612,0.005728003,0.987801239,PG,English,"France, Germany, UK, USA",David Drury,1997,Thriller,94,1397,Rutger Hauer, Martin Sheen,161,0.869565217,11.5,0.820664029
Hot Tub Time Machine,0.201362824,0.38218115,0.047062079,0.720846718,0.160303241,0.233490322,0.12344733,0.577494562,0.521595153,0.323652188,0.672977839,0.071285937,0.357238887,0.113373463,0.623596272,0.348394885,0.904996146,0.82000939,0.439047394,0.699476131,0.752456757,0.97237527,0.641671441,0.106158304,0.348378913,0.205715206,0.230927618,0.109257079,0.84040092,0.189630693,R,"English, Russian",USA,Steve Pink,2010,"Comedy, Sci-Fi",101,139979,John Cusack, Clark Duke,12790,0.163799844,1.295486601,0.851216333
Zift,0.153998383,0.190477241,0.509995876,0.567843431,0.251872518,0.510232234,0.140782524,0.082547103,0.517040475,0.359813273,0.364712267,0.430042626,0.73922175,0.327690568,0.666574384,0.972779013,0.271665736,0.427709727,0.767410727,0.639434769,0.406872448,0.10666037,0.98491688,0.942233864,0.819865038,0.792469666,0.66615856,0.206707967,0.092672826,0.747662812,N/A,Bulgarian,Bulgaria,Javor Gardev,2008,"Crime, Drama, Mystery",92,4006,Zachary Baharov, Tanya Ilieva,5687,0.337612098,1.586238532,0.908839828
Angel of Death,0.300963419,0.360541079,0.115065794,0.581482481,0.194187236,0.316618117,0.11927045,0.531154795,0.362779497,0.352730139,0.842644564,0.111819189,0.415878423,0.1730725,0.565578709,0.481323413,0.69477816,0.912401647,0.523802491,0.745201359,0.556311847,0.813166396,0.672443631,0.087309774,0.212339166,0.417422205,0.371841716,0.02500585,0.645740557,0.062041952,R,English,USA,Paul Etheredge,2009,"Action, Crime, Thriller",77,1826,Zoí‚ Bell, Jake Abel,5427,0.211350654,1.170866142,0.854855618
Righteous Kill,0.161640488,0.220135284,0.199091632,0.713880407,0.243590837,0.251359646,0.124295691,0.413519725,0.359739507,0.192097056,0.757182189,0.114681809,0.362323848,0.188054249,0.516298994,0.527686219,0.546699578,0.795536051,0.346015732,0.662241281,0.598873961,0.602714263,0.881219948,0.291869496,0.319747122,0.508445584,0.61888626,0.027949575,0.390273797,0.219232335,R,"English, Spanish, Russian",USA,Jon Avnet,2008,"Action, Crime, Drama",101,73968,Robert De Niro, Al Pacino,10953,0.187528531,1.284081633,0.884077531
Jatts in Golmaal,0.511604746,0.349772704,0.023275244,0.675596124,0.513444478,0.505108077,0.484093934,0.82759179,0.214824491,0.426608842,0.966579918,0.033445076,0.48969957,0.073105045,0.164491632,0.73989137,0.880740991,0.956314361,0.854463127,0.926072228,0.616954178,0.750336924,0.563370581,0.039289729,0.078034027,0.239598211,0.331155417,0.055840149,0.773777276,0.000777779,N/A,Panjabi,India,Ksshitij Chaudhary,2013,Comedy,129,296,Arya Babbar, Binnu Dhillon,16260,0.127367774,1.075457508,0.907022252
Qissa: The Tale of a Lonely Ghost,0.390966557,0.365894924,0.02836213,0.763876266,0.470761177,0.53421038,0.572354052,0.79540171,0.574535443,0.271576376,0.95243364,0.120503934,0.710611191,0.157240289,0.288240682,0.803228053,0.921438668,0.967227652,0.857884827,0.901495288,0.77718581,0.888064249,0.696742509,0.329992628,0.490092812,0.356611465,0.290928548,0.073310703,0.882595838,0.00175789,N/A,Panjabi,"Germany, India, Netherlands, France",Anup Singh,2013,"Drama, Fantasy",109,498,Irrfan Khan, Tisca Chopra,3095,0.231017771,1.097855228,0.889167844
Inside the Walls of Folsom Prison,0.476431033,0.473915221,0.059287074,0.765669714,0.528418662,0.462717853,0.291161202,0.728153561,0.139479797,0.796993125,0.951246007,0.014577206,0.375274679,0.026553862,0.424276666,0.745806298,0.752331756,0.834296718,0.570294371,0.828925979,0.618237119,0.582715133,0.891374323,0.099712444,0.177867291,0.225837003,0.146223648,0.153995088,0.407397546,0.131469883,APPROVED,English,USA,Crane Wilbur,1951,"Crime, Drama",87,150,Steve Cochran, David Brian,7696,0.211928274,1.316074654,0.920635358
Willie Dynamite,0.265206858,0.460181513,0.025711781,0.944863057,0.413478747,0.458765132,0.200249882,0.823388784,0.263740542,0.737373324,0.975586059,0.008144011,0.576833121,0.019151399,0.352021561,0.781030754,0.870801303,0.625718159,0.655899588,0.856396507,0.936406351,0.688107419,0.898755515,0.261992706,0.677785117,0.088256931,0.169822898,0.040234947,0.810585937,0.171249461,R,English,USA,Gilbert Moses,1974,"Crime, Drama",102,631,Roscoe Orman, Diana Sands,6237,0.245149912,1.443942814,0.899704802
Wildflower,0.00355442,0.016757149,0.984792606,9.62E-07,0.037017854,0.161526534,0.153524026,0.003885808,0.991090879,0.059000035,0.097780938,0.999928571,0.963442799,0.996886296,0.998366704,0.902729174,0.091638748,0.62284184,0.889235063,0.028526597,0.144223278,0.176022394,0.705632617,0.995813803,0.794815539,0.992202159,0.998241935,0.128789897,0.075691266,0.980436733,PG-13,English,USA,Diane Keaton,1991,"Drama, Romance",120,948,Beau Bridges, Susan Blakely,285,0.403508772,30.44444444,0.857285779
Echelon Conspiracy,0.581381998,0.587476906,0.05758087,0.694171648,0.511695848,0.572905751,0.363505976,0.807906394,0.123127214,0.814966864,0.937660613,0.020562824,0.29330019,0.051602481,0.136640582,0.495541429,0.761622466,0.738856523,0.551653766,0.80471217,0.67469908,0.539918406,0.812482208,0.040194105,0.153610898,0.166972735,0.201486726,0.222815224,0.572668323,0.09562707,PG-13,"English, Russian",USA,Greg Marcks,2009,"Action, Crime, Mystery",105,17152,Shane West, Edward Burns,5959,0.262292331,1.405178979,0.882509537
Flatliners,0.551032164,0.589139367,0.271470669,0.499370345,0.327991592,0.430318597,0.216934183,0.449327314,0.384604164,0.527133177,0.917019966,0.226395791,0.784632668,0.289724905,0.394318489,0.897196542,0.617889235,0.96962865,0.879033682,0.673476308,0.556222111,0.562861697,0.814182454,0.342579647,0.506056471,0.575988031,0.264097753,0.149441431,0.559412324,0.192081944,R,English,USA,Joel Schumacher,1990,"Drama, Horror, Sci-Fi",115,62461,Kiefer Sutherland, Julia Roberts,6605,0.235427706,1.259383378,0.897239508
Open Range,0.189993042,0.337961832,0.168970556,0.822964993,0.392662608,0.606123134,0.225117798,0.402110625,0.406318362,0.403554174,0.86121403,0.101147124,0.435470543,0.091922624,0.395961403,0.804453857,0.606943428,0.590086846,0.587680031,0.77909754,0.5523877,0.549338138,0.649127683,0.495111795,0.437269886,0.405083444,0.49050298,0.078015475,0.562549051,0.07232614,R,English,USA,Kevin Costner,2003,"Drama, Romance, Western",139,54384,Robert Duvall, Kevin Costner,8495,0.259446733,1.227485685,0.883533767
Hotel Noir,0.406042064,0.529231043,0.247752454,0.406980522,0.208590519,0.239356743,0.121704345,0.251779943,0.32429709,0.429708581,0.870054859,0.199999005,0.758693022,0.292246635,0.677742998,0.875822802,0.497440404,0.8019026,0.863934869,0.685564684,0.500828688,0.516064019,0.906860504,0.301802229,0.578388532,0.443032323,0.270072915,0.089551549,0.441266194,0.357584142,N/A,English,USA,Sebastian Gutierrez,2012,"Crime, Drama, Romance",97,793,Malin Akerman, Patrick Arthur,8900,0.218089888,1.117290192,0.883648274
Willow,0.198642704,0.384938856,0.164366609,0.830475688,0.385711824,0.485046669,0.22769356,0.516242617,0.570687589,0.293066907,0.943634668,0.182833451,0.766912694,0.280908834,0.360453461,0.914506616,0.629846182,0.915372282,0.796096714,0.603985622,0.843300323,0.517987107,0.809329262,0.766464616,0.873075693,0.443129756,0.529207541,0.077983271,0.705590422,0.09097536,PG,English,"USA, New Zealand, UK",Ron Howard,1988,"Action, Adventure, Drama",126,81767,Val Kilmer, Joanne Whalley,6186,0.227934045,1.710737179,0.891450066
16 Blocks,0.311995024,0.395394993,0.010283463,0.884505904,0.44110615,0.50687266,0.338379898,0.852581895,0.452192576,0.49851998,0.899930897,0.011505193,0.302228668,0.020416393,0.306388133,0.422599007,0.96128898,0.769010667,0.500453212,0.845938588,0.78160182,0.972991265,0.596063523,0.084463933,0.217521906,0.102262384,0.187800636,0.117773356,0.923833287,0.022838343,PG-13,English,"Germany, USA",Richard Donner,2006,"Action, Crime, Drama",102,113324,Bruce Willis, Yasiin Bey,8499,0.164842923,1.34375,0.859358328
